x,y
-1.931220419199999982e+00,4.554467513899999709e+00
-1.937560441500000064e+00,4.405883241199999745e+00
-1.959971473199999981e+00,4.275556942399999727e+00
-1.968759311699999959e+00,4.179399346900000367e+00
-1.920407536499999956e+00,4.131444830100000409e+00
-1.850581752699999916e+00,4.108090731399999918e+00
-1.806789576299999922e+00,4.081341638999999688e+00
-1.767008451499999966e+00,4.058334871699999624e+00
-1.662105345999999928e+00,4.053367915599999982e+00
-1.515374007899999986e+00,4.074037695000000348e+00
-1.377728817099999947e+00,4.121163787699999581e+00
-1.244853163499999971e+00,4.186335974300000373e+00
-1.138048903600000106e+00,4.267162429499999909e+00
-1.097053357400000095e+00,4.386826317799999764e+00
-1.093466798499999948e+00,4.535369331500000101e+00
-1.092315161599999973e+00,4.676255486499999670e+00
-1.143799142700000049e+00,4.776082927900000108e+00
-1.256207032699999893e+00,4.844022625100000035e+00
-1.389273150900000031e+00,4.907323986299999774e+00
-1.528677408300000096e+00,4.956668154299999962e+00
-1.677224367500000035e+00,4.988808349700000200e+00
-1.772901195600000035e+00,5.014104792900000440e+00
-1.819671462100000081e+00,5.037683908700000046e+00
-1.883875518900000046e+00,5.069846355700000196e+00
-1.962289228199999958e+00,5.109630302200000251e+00
-2.001457173099999931e+00,5.169842321700000021e+00
-1.984726594999999927e+00,5.261950386199999663e+00
-1.968468155500000094e+00,5.383596191799999708e+00
-1.976502065500000072e+00,5.531160089000000113e+00
-1.956825869100000004e+00,5.662728794100000407e+00
-1.898097402599999928e+00,5.773307497500000274e+00
-1.845345740499999998e+00,5.861293349500000360e+00
-1.804321838299999925e+00,5.918372979199999939e+00
-1.708251530400000107e+00,5.952555244600000073e+00
-1.561464131599999972e+00,5.962854658300000388e+00
-1.417476663199999987e+00,5.960755355199999883e+00
-1.275190237099999901e+00,5.951945935700000412e+00
-1.149065159100000066e+00,5.927705656599999706e+00
-1.084514312500000077e+00,5.876706115600000224e+00
-1.073666772199999953e+00,5.806918968299999761e+00
-1.052629549499999984e+00,5.703346498200000170e+00
-1.015599767999999958e+00,5.568634909600000071e+00
-1.008499340600000016e+00,5.428728452699999707e+00
-1.017647657299999953e+00,5.294397354100000008e+00
-9.890395990000000470e-01,5.196096629500000397e+00
-9.407445671999999925e-01,5.127196598500000313e+00
-9.280318220000000062e-01,5.079604145800000303e+00
-9.442187749999999546e-01,5.053309805599999649e+00
-9.169691505000000520e-01,5.027575443099999930e+00
-8.156742034999999724e-01,5.000773943899999630e+00
-6.853846620000000334e-01,4.983618036500000237e+00
-5.560704000999999730e-01,4.974780591500000071e+00
-4.141196106999999738e-01,4.965670721200000415e+00
-2.805025011999999762e-01,4.939422996500000274e+00
-2.087456644000000028e-01,4.888830743999999839e+00
-1.485154419999999975e-01,4.811957981499999981e+00
-7.988598930000000153e-02,4.714582591900000175e+00
-4.290703450000000335e-02,4.600110400000000155e+00
-5.195890389999999887e-02,4.454555267900000004e+00
-5.949352170000000301e-02,4.316258764999999720e+00
-6.856931069999999684e-02,4.207382078100000200e+00
-1.444965703999999962e-01,4.125469778500000295e+00
-2.757718371999999807e-01,4.065764594100000018e+00
-4.161099809000000094e-01,4.025306924099999684e+00
-5.588052122000000121e-01,3.999769899199999923e+00
-7.053547839999999569e-01,3.976462832100000178e+00
-7.941878390000000065e-01,3.942236811599999946e+00
-8.381520649000000489e-01,3.895523948800000191e+00
-8.977750289999999467e-01,3.827872702000000071e+00
-9.614570406000000347e-01,3.744255418699999893e+00
-9.836122501999999823e-01,3.627552667899999861e+00
-9.749252871000000376e-01,3.481120337900000195e+00
-9.883599355000000086e-01,3.342371442700000195e+00
-1.002510797100000017e+00,3.226450461999999852e+00
-9.704955520000000391e-01,3.153845609099999781e+00
-9.241027960000000041e-01,3.109395723400000033e+00
-9.217250220999999577e-01,3.070421633600000089e+00
-9.507997537000000277e-01,3.039391394599999963e+00
-9.377201769999999881e-01,3.025981402299999790e+00
-8.496224245000000286e-01,3.022703529100000175e+00
-7.309521944000000326e-01,3.021990671400000217e+00
-6.162492158000000275e-01,3.020191009199999943e+00
-4.865548251999999851e-01,3.020278562300000136e+00
-3.437026136999999926e-01,3.030178464200000032e+00
-2.559785900000000058e-01,3.055740591500000214e+00
-1.840425521000000064e-01,3.103755017100000124e+00
-9.106192280000000028e-02,3.179588821399999876e+00
-2.034262140000000010e-02,3.275856484699999793e+00
-4.841971900000000342e-03,3.406328847999999798e+00
5.187721999999999646e-03,3.548923423200000205e+00
4.732051649999999970e-02,3.685851102300000015e+00
8.171592029999999451e-02,3.796916160899999948e+00
9.183064689999999308e-02,3.869962761400000062e+00
1.406277894999999889e-01,3.921477476000000184e+00
2.592448715999999820e-01,3.945903583899999845e+00
4.026304310000000108e-01,3.951929375300000213e+00
5.477591418999999684e-01,3.950791104099999895e+00
6.955218276000000310e-01,3.937042672500000062e+00
8.058233259000000537e-01,3.892932462700000151e+00
8.531350065999999677e-01,3.820371766600000107e+00
8.940107160000000386e-01,3.716952129500000090e+00
9.367976748999999881e-01,3.592135690400000136e+00
9.397509910000000355e-01,3.462680408399999799e+00
9.046500508000000496e-01,3.324592760399999847e+00
8.729200512000000467e-01,3.210690436999999786e+00
8.231453273000000070e-01,3.127791873800000122e+00
7.078564398000000146e-01,3.079124165700000137e+00
5.610029987000000329e-01,3.065196698599999880e+00
4.135332793000000007e-01,3.066082014100000031e+00
2.684189478999999823e-01,3.080185265599999944e+00
1.522401452999999905e-01,3.126151971100000093e+00
1.021153216000000030e-01,3.207545933000000016e+00
7.891489490000000440e-02,3.317387496199999841e+00
4.411054629999999754e-02,3.458894349599999973e+00
3.387194179999999943e-02,3.595057908399999835e+00
5.902748049999999996e-02,3.716916118799999946e+00
7.115939690000000484e-02,3.816367149900000033e+00
6.074019719999999845e-02,3.881477009700000202e+00
9.568419920000000023e-02,3.931399102699999926e+00
2.062184820000000085e-01,3.976987511899999994e+00
3.441757784999999736e-01,4.009731858100000323e+00
4.815960065000000068e-01,4.030518616800000231e+00
6.281454628000000540e-01,4.051298810299999609e+00
7.554109271000000181e-01,4.095996423299999911e+00
8.190877046000000217e-01,4.166998833400000102e+00
8.661478585999999869e-01,4.264426614799999626e+00
9.113335209999999798e-01,4.378079766299999953e+00
9.171619944000000135e-01,4.498597257800000193e+00
8.774482229000000189e-01,4.638775470799999745e+00
8.305009426999999667e-01,4.764271274300000414e+00
7.634154096999999917e-01,4.854392499600000299e+00
6.378699124000000165e-01,4.894290880799999854e+00
4.969260139000000187e-01,4.887932773400000208e+00
3.604603329000000134e-01,4.856976206899999760e+00
2.290297854999999994e-01,4.802550507000000302e+00
1.286936338000000124e-01,4.706004264899999789e+00
8.939787439999999363e-02,4.568949034400000109e+00
6.263107240000000131e-02,4.418531042999999769e+00
4.246933630000000043e-02,4.286415899399999674e+00
7.102597750000000376e-02,4.205734344899999755e+00
1.199704139000000030e-01,4.154654138799999785e+00
1.390889707000000086e-01,4.105663891899999918e+00
1.448928720999999864e-01,4.067787480499999830e+00
2.102814694000000040e-01,4.050311664099999653e+00
3.457448995999999886e-01,4.053137989999999746e+00
4.947465235999999877e-01,4.071450514600000403e+00
6.422211507999999736e-01,4.100574504799999964e+00
7.811762092999999796e-01,4.153438222500000165e+00
8.701386050999999622e-01,4.246886184400000097e+00
8.978285139999999664e-01,4.372280503299999843e+00
9.184980512000000541e-01,4.520345366199999937e+00
9.119088395000000125e-01,4.650977037299999672e+00
8.486079438000000419e-01,4.747190018599999561e+00
7.569322399000000257e-01,4.836685254699999881e+00
6.635915904000000420e-01,4.907811555200000342e+00
5.377262902999999650e-01,4.948127411099999762e+00
3.974923492999999919e-01,4.960176680400000038e+00
2.983549043000000012e-01,4.961528793300000295e+00
1.993527243000000060e-01,4.972316512699999969e+00
9.313419300000000400e-02,4.997321844200000029e+00
2.938617729999999997e-02,5.017374283899999732e+00
3.827199190000000334e-02,5.027031417599999941e+00
6.461548570000000269e-02,5.040646672800000339e+00
4.477727959999999729e-02,5.065259789199999751e+00
-8.381345199999999315e-03,5.100998780700000346e+00
-3.145589490000000321e-02,5.158218152999999973e+00
-4.925072699999999762e-03,5.243617454099999797e+00
1.754198510000000086e-02,5.357206729899999686e+00
8.882919399999999674e-03,5.502497121100000221e+00
1.889421079999999836e-02,5.639801834400000047e+00
6.236008240000000258e-02,5.756661196599999641e+00
9.276678709999999772e-02,5.846235265999999875e+00
1.031118357999999957e-01,5.902945869199999862e+00
1.583757815999999874e-01,5.945028019599999602e+00
2.840645487999999830e-01,5.967290252999999822e+00
4.319200205000000015e-01,5.976059698400000286e+00
5.813642387999999883e-01,5.979609758099999617e+00
7.291343661000000420e-01,5.977095064900000310e+00
8.278515115000000257e-01,5.963496062900000005e+00
8.557767009000000202e-01,5.938751183099999942e+00
8.878759346000000274e-01,5.895644260900000155e+00
9.595522620999999974e-01,5.820265780899999797e+00
1.018888936600000017e+00,5.718715152599999740e+00
1.031350138399999894e+00,5.586765225999999807e+00
1.048227723099999897e+00,5.450215892700000175e+00
1.104406015399999941e+00,5.317536339500000153e+00
1.161116889399999907e+00,5.202932728899999582e+00
1.204126516299999894e+00,5.125559897399999620e+00
1.299330392299999914e+00,5.084341793500000151e+00
1.442742108000000023e+00,5.083845934200000194e+00
1.582979362199999906e+00,5.112219717400000363e+00
1.720166780400000039e+00,5.161001904299999943e+00
1.840885856999999959e+00,5.237895134400000430e+00
1.903237553499999901e+00,5.355783661100000259e+00
1.922411456000000074e+00,5.502121377199999941e+00
1.945321293899999970e+00,5.648330419899999733e+00
1.934969769899999914e+00,5.756346194699999863e+00
1.877374908499999995e+00,5.818133607500000082e+00
1.822140975099999949e+00,5.866136833699999720e+00
1.794705069900000005e+00,5.906228545600000324e+00
1.737738631700000091e+00,5.924076286100000033e+00
1.607370936799999983e+00,5.908535564100000137e+00
1.464350946099999939e+00,5.859191380999999588e+00
1.333153089000000069e+00,5.795384739400000207e+00
1.221882924700000039e+00,5.737643268600000290e+00
1.158270414400000003e+00,5.655907301100000062e+00
1.160451150799999942e+00,5.521394139899999942e+00
1.192136379999999996e+00,5.374074836600000182e+00
1.271139932899999936e+00,5.259429516400000004e+00
1.389322104199999908e+00,5.207972190099999565e+00
1.510424226000000036e+00,5.198906005999999635e+00
1.632445487500000070e+00,5.207706724400000375e+00
1.749458404699999914e+00,5.254802528599999967e+00
1.833877446800000088e+00,5.367058694499999838e+00
1.875326633800000087e+00,5.516352658599999792e+00
1.904970651399999992e+00,5.660629923000000119e+00
1.888658788299999891e+00,5.756163206200000104e+00
1.821425044099999946e+00,5.801802265600000119e+00
1.751501435500000037e+00,5.839255122099999973e+00
1.694342104299999985e+00,5.874973963100000418e+00
1.597968926999999928e+00,5.884042566299999777e+00
1.459407390400000004e+00,5.841954758700000028e+00
1.345867511300000041e+00,5.759400899300000098e+00
1.262604097200000108e+00,5.676045458900000007e+00
1.211298977800000065e+00,5.613068794400000172e+00
1.206476972199999942e+00,5.525921652600000122e+00
1.252188036700000007e+00,5.393766139100000245e+00
1.319390693499999934e+00,5.272315991300000171e+00
1.420117446499999936e+00,5.220513242900000073e+00
1.532690775200000077e+00,5.260107515699999681e+00
1.628282319700000036e+00,5.342328536900000202e+00
1.693867391199999961e+00,5.403703433699999614e+00
1.725894568800000028e+00,5.449807750099999737e+00
1.708788740299999942e+00,5.540460691999999909e+00
1.646270440299999915e+00,5.661779546400000029e+00
1.556456561499999891e+00,5.740467213899999699e+00
1.454197652299999977e+00,5.720480420700000401e+00
1.370156244399999945e+00,5.628678266899999727e+00
1.316033594200000101e+00,5.540988490400000188e+00
1.303670540499999975e+00,5.496339766800000248e+00
1.324847702000000016e+00,5.442837672699999629e+00
1.388201747699999933e+00,5.346992955000000158e+00
1.476757932800000006e+00,5.266318648600000429e+00
1.579488094900000084e+00,5.272036835599999804e+00
1.662770237299999954e+00,5.368290711400000248e+00
1.716495821999999949e+00,5.487694533600000035e+00
1.718865049299999948e+00,5.563290656400000422e+00
1.678238260200000109e+00,5.606795520999999560e+00
1.604461348799999909e+00,5.676193987599999602e+00
1.504742395400000099e+00,5.753630300600000247e+00
1.391640065200000054e+00,5.771460276900000075e+00
1.300611124700000065e+00,5.695472354299999651e+00
1.238317700200000093e+00,5.564220360400000231e+00
1.204832965300000058e+00,5.440642755099999839e+00
1.226975908400000037e+00,5.367325722300000379e+00
1.290433729300000110e+00,5.303017204699999709e+00
1.384868370500000001e+00,5.217171903199999683e+00
1.509461119200000034e+00,5.143711320100000428e+00
1.642090631799999922e+00,5.120494864800000379e+00
1.717505000799999904e+00,5.145745690700000097e+00
1.769154644399999921e+00,5.191426940000000378e+00
1.835292989600000091e+00,5.235081742300000229e+00
1.886265685899999989e+00,5.295058629899999758e+00
1.880131968199999948e+00,5.411929847599999732e+00
1.838436268199999946e+00,5.563654896100000080e+00
1.777668402199999997e+00,5.701117865799999684e+00
1.676674528900000016e+00,5.775537453000000099e+00
1.559708431500000048e+00,5.777373984599999623e+00
1.445918940000000097e+00,5.751794795100000357e+00
1.340322088700000025e+00,5.719980981099999973e+00
1.250429452699999944e+00,5.651070129699999889e+00
1.218237634899999922e+00,5.527259184600000097e+00
1.233619892799999951e+00,5.386799045400000097e+00
1.305968442299999976e+00,5.282177748499999659e+00
1.415473005499999992e+00,5.238026188300000108e+00
1.525214944400000050e+00,5.226782634600000144e+00
1.639498546700000059e+00,5.223511837800000279e+00
1.749814517899999977e+00,5.259113487899999662e+00
1.831410042899999979e+00,5.368508256600000195e+00
1.879915665199999975e+00,5.519150839199999936e+00
1.918325085500000027e+00,5.664568501399999789e+00
1.909250026500000086e+00,5.762035084199999879e+00
1.848222819300000097e+00,5.811272068200000085e+00
1.785406778300000052e+00,5.853359364400000153e+00
1.736519806700000057e+00,5.894743892900000226e+00
1.648882383899999970e+00,5.915371841799999864e+00
1.507705146099999949e+00,5.896926273000000052e+00
1.378846340800000014e+00,5.836228490299999905e+00
1.263768512299999980e+00,5.755124406700000250e+00
1.174785831199999908e+00,5.679073886000000293e+00
1.140402031000000038e+00,5.578210306699999954e+00
1.162475617299999930e+00,5.434904655999999612e+00
1.209980233100000024e+00,5.295999008499999938e+00
1.307184477200000083e+00,5.197240036600000224e+00
1.436716822900000023e+00,5.165648076000000088e+00
1.562196186400000020e+00,5.176316870700000017e+00
1.686292090000000021e+00,5.206953075000000375e+00
1.800120651799999916e+00,5.274493875400000142e+00
1.872462631799999944e+00,5.397946256800000064e+00
1.907760465299999986e+00,5.549242427100000263e+00
1.942037111000000094e+00,5.690479614300000044e+00
1.935312344399999995e+00,5.785087178600000435e+00
1.879224832900000086e+00,5.832983565300000173e+00
1.825905885300000087e+00,5.873935799099999855e+00
1.794750136300000021e+00,5.913971746099999649e+00
1.730994658600000013e+00,5.937279905999999663e+00
1.596676618999999908e+00,5.934184665600000130e+00
1.453658712299999989e+00,5.901677304899999754e+00
1.317570583700000020e+00,5.845364224999999969e+00
1.192220385299999963e+00,5.774692037400000366e+00
1.113294771599999899e+00,5.676971996499999840e+00
1.097949722400000105e+00,5.537886401499999778e+00
1.092805072800000055e+00,5.389085359900000149e+00
1.110879071000000051e+00,5.266261050899999852e+00
1.197946247399999997e+00,5.188373132699999779e+00
1.324953140000000085e+00,5.124350943199999620e+00
1.461018715000000023e+00,5.066009155099999717e+00
1.608427081200000108e+00,5.025592133399999994e+00
1.738515545700000109e+00,4.996775562499999879e+00
1.799792623299999894e+00,4.973110402899999727e+00
1.849205642600000088e+00,4.945649411899999848e+00
1.925052486200000024e+00,4.909617730899999977e+00
1.990106273000000092e+00,4.861848108600000273e+00
1.997333056500000037e+00,4.784190275500000311e+00
1.973118319999999981e+00,4.676688714299999994e+00
1.972634959599999904e+00,4.538001950199999968e+00
1.973324122700000016e+00,4.393959993400000208e+00
1.929941061100000077e+00,4.275971697200000143e+00
1.868550874399999895e+00,4.175540876100000354e+00
1.827495538900000049e+00,4.105223257599999620e+00
1.767134207800000079e+00,4.059969300699999728e+00
1.637066166299999903e+00,4.038351453899999832e+00
1.489439161900000030e+00,4.034961544499999775e+00
1.346511557299999939e+00,4.038615357000000294e+00
1.207799882400000024e+00,4.050166809300000281e+00
1.107862916600000025e+00,4.081692741400000379e+00
1.079699553500000020e+00,4.134453299699999640e+00
1.072000878799999946e+00,4.207979036500000269e+00
1.035038379299999978e+00,4.320991090499999743e+00
1.000969930599999946e+00,4.455533890199999902e+00
1.000695670200000054e+00,4.599972111299999611e+00
9.876647307999999459e-01,4.727499816399999943e+00
9.280305164000000051e-01,4.819479683199999975e+00
8.626321718999999666e-01,4.891908071299999605e+00
8.250759330000000391e-01,4.938401872200000042e+00
7.664026672000000540e-01,4.968016002699999767e+00
6.355665993000000347e-01,4.984758163799999586e+00
4.870935047000000129e-01,4.993868032199999973e+00
3.433643616000000010e-01,5.004698593199999657e+00
2.036992807000000127e-01,5.021956754699999692e+00
1.032237753000000008e-01,5.052231765900000227e+00
7.773945170000000349e-02,5.090186644300000118e+00
7.960369180000000100e-02,5.139682151599999749e+00
5.008204780000000134e-02,5.220685191500000322e+00
9.240043099999999468e-03,5.325878864999999962e+00
3.595933999999999849e-03,5.461515638899999914e+00
1.045224890000000066e-02,5.608378836900000053e+00
-1.461360159999999971e-02,5.729706561899999606e+00
-3.793635890000000149e-02,5.825305154699999655e+00
-1.795340119999999998e-02,5.884424351299999856e+00
5.863782599999999880e-03,5.920693112500000410e+00
-2.905921150000000119e-02,5.956626501699999743e+00
-1.127167178999999991e-01,5.982424698800000051e+00
-1.906947437000000023e-01,5.993612269499999812e+00
-2.456172396999999896e-01,5.997493259599999682e+00
-3.351290793999999740e-01,5.999428840000000207e+00
-4.806724356000000031e-01,6.000881712099999987e+00
-6.126233835000000072e-01,6.003014577600000123e+00
-7.371701601000000270e-01,6.007388793899999690e+00
-8.597377182000000007e-01,6.016442654899999631e+00
-9.387905911999999686e-01,6.034027015799999560e+00
-9.445761824999999723e-01,6.054975318400000361e+00
-9.309789320000000368e-01,6.080218613999999633e+00
-9.590090261000000504e-01,6.131715504299999786e+00
-1.010865649999999949e+00,6.206595538800000256e+00
-1.030216480800000056e+00,6.313516066200000054e+00
-1.021230780400000038e+00,6.448051220500000014e+00
-1.040825525700000087e+00,6.585269519699999741e+00
-1.087260364900000109e+00,6.719137362399999702e+00
-1.116851269200000107e+00,6.820245775800000132e+00
-1.154857557099999932e+00,6.890121466000000083e+00
-1.260299581199999963e+00,6.928799480100000352e+00
-1.405374701700000006e+00,6.936691747200000258e+00
-1.553526029099999928e+00,6.930029123599999785e+00
-1.700339055199999949e+00,6.910038889900000036e+00
-1.824490737399999896e+00,6.855719613399999801e+00
-1.883729303199999983e+00,6.763575049900000025e+00
-1.909411891900000047e+00,6.642219529600000172e+00
-1.937478498800000004e+00,6.497199732100000347e+00
-1.929538276299999966e+00,6.369716487099999824e+00
-1.877156030399999898e+00,6.258448034899999790e+00
-1.819154525100000086e+00,6.161742317199999874e+00
-1.760749596299999942e+00,6.093546638500000334e+00
-1.646815900400000032e+00,6.052822927500000283e+00
-1.499928009100000015e+00,6.039432917000000067e+00
-1.365956029699999963e+00,6.035207611599999744e+00
-1.232166186299999966e+00,6.029178061299999669e+00
-1.116632935800000004e+00,6.023078679600000207e+00
-1.070330255900000083e+00,6.024428280799999591e+00
-1.086403574300000008e+00,6.043552023300000187e+00
-1.087047376599999948e+00,6.069848956000000406e+00
-1.039078409200000053e+00,6.100685375700000357e+00
-9.904264081000000441e-01,6.148742807399999677e+00
-9.924352054999999728e-01,6.231574253199999802e+00
-1.018992812900000100e+00,6.343995762099999602e+00
-1.018887337300000029e+00,6.485226383399999683e+00
-1.018237539000000025e+00,6.628463725099999593e+00
-1.059970502999999953e+00,6.742413383399999738e+00
-1.114085785299999909e+00,6.836393222199999897e+00
-1.144178480999999969e+00,6.900608406499999958e+00
-1.190736023799999987e+00,6.943941402200000113e+00
-1.310187173299999897e+00,6.969365777300000175e+00
-1.460234948499999907e+00,6.979579886899999863e+00
-1.609283877099999982e+00,6.985909837600000394e+00
-1.755053919599999901e+00,6.991276691300000401e+00
-1.864756793099999976e+00,6.995508913000000106e+00
-1.894330957700000040e+00,6.996888554199999888e+00
-1.892101816600000097e+00,6.994462436900000135e+00
-1.928244658199999906e+00,7.003281642900000215e+00
-1.993859926600000110e+00,7.020677360699999703e+00
-2.025476966699999881e+00,7.037160725299999697e+00
-1.995925248800000107e+00,7.057621304399999573e+00
-1.957605996200000087e+00,7.089234894199999637e+00
-1.968592947699999929e+00,7.141538078800000022e+00
-2.010688317400000091e+00,7.215357479499999727e+00
-2.024479102799999986e+00,7.323963810599999569e+00
-2.012556502199999819e+00,7.461586681600000048e+00
-2.029655035299999799e+00,7.599983513899999821e+00
-2.069571942800000119e+00,7.730706226499999723e+00
-2.088651652899999878e+00,7.825888466500000362e+00
-2.113868057099999920e+00,7.892457875299999870e+00
-2.205242065399999785e+00,7.935410960199999586e+00
-2.344451142800000110e+00,7.951392518899999651e+00
-2.491059325000000158e+00,7.955192840099999607e+00
-2.639424361400000141e+00,7.950925923499999826e+00
-2.774503339999999874e+00,7.926193954300000399e+00
-2.843028391799999888e+00,7.871878560599999908e+00
-2.876754652299999826e+00,7.792065172100000048e+00
-2.924624270799999870e+00,7.679362670599999774e+00
-2.958313465299999834e+00,7.553310113500000256e+00
-2.947031510900000040e+00,7.414409056000000220e+00
-2.924098769600000036e+00,7.281165788800000094e+00
-2.911828324900000098e+00,7.183064698999999997e+00
-2.853345548800000131e+00,7.107761846099999836e+00
-2.728611880599999928e+00,7.060724552299999957e+00
-2.582121437700000133e+00,7.037514755700000180e+00
-2.433748124300000093e+00,7.024263220699999977e+00
-2.285146672199999784e+00,7.018738020599999849e+00
-2.182746099800000117e+00,7.021324695799999738e+00
-2.153505745099999924e+00,7.031377414799999670e+00
