x,y
-1.745970816000000092e-01,1.155126130000000001e-01
-3.116208308999999788e-01,8.032982539999999894e-02
-4.908644981999999990e-01,8.412070030000000365e-02
-6.624031419999999448e-01,1.062048901999999989e-01
-8.197939344000000350e-01,1.469462896000000018e-01
-9.168322636000000303e-01,2.345953175999999918e-01
-9.296585094000000549e-01,3.853369031000000167e-01
-9.310879792999999793e-01,5.677691322000000262e-01
-9.183973573999999473e-01,7.280394226999999940e-01
-8.289503285999999527e-01,8.181634021000000478e-01
-6.902413103000000216e-01,8.664936364999999974e-01
-5.371178667999999545e-01,9.051795140999999711e-01
-3.617481799999999748e-01,9.261600747999999550e-01
-2.207788485999999939e-01,9.090090697999999581e-01
-1.739972965999999899e-01,8.461671465000000225e-01
-1.405582730000000113e-01,7.397779391000000038e-01
-9.722584789999999533e-02,6.049873743000000470e-01
-9.354395719999999970e-02,4.568724332999999915e-01
-1.290383243999999874e-01,2.983123451999999953e-01
-1.520079351999999995e-01,1.747710470999999932e-01
-2.012203458000000056e-01,1.011740572999999949e-01
-3.488782129999999926e-01,7.537679619999999858e-02
-5.264258640000000211e-01,8.657353190000000032e-02
-6.912811208000000374e-01,1.173093364999999999e-01
-8.399246433000000511e-01,1.672524599999999917e-01
-9.258017959000000019e-01,2.654091062999999751e-01
-9.343161363999999969e-01,4.270359726999999883e-01
-9.380418217999999531e-01,6.093004599000000354e-01
-9.242281746999999603e-01,7.595400185999999776e-01
-8.303306544999999872e-01,8.405084056999999609e-01
-6.878496915999999795e-01,8.816026478999999805e-01
-5.326089982999999695e-01,9.132618607000000388e-01
-3.563301380000000185e-01,9.296485828999999645e-01
-2.163378596999999959e-01,9.103513995999999997e-01
-1.705349298999999930e-01,8.469083022000000183e-01
-1.376331781000000032e-01,7.402450000000000419e-01
-9.448193550000000274e-02,6.045667596999999560e-01
-9.093929180000000223e-02,4.554643903000000216e-01
-1.262690814999999911e-01,2.966874361999999876e-01
-1.481733688000000104e-01,1.736073615000000014e-01
-1.950726799999999983e-01,1.001862144000000010e-01
-3.407798781999999971e-01,7.368420320000000634e-02
-5.192353197000000309e-01,8.330224640000000180e-02
-6.859856507999999575e-01,1.117590950000000027e-01
-8.369933538999999589e-01,1.591839516000000121e-01
-9.255053685999999891e-01,2.537835713000000104e-01
-9.345633812000000429e-01,4.116193047000000216e-01
-9.372182193000000439e-01,5.941860696999999858e-01
-9.242117560000000509e-01,7.484298735000000091e-01
-8.326201819999999865e-01,8.331489511999999875e-01
-6.922153913999999908e-01,8.771659466000000238e-01
-5.386831530000000257e-01,9.115145695999999909e-01
-3.630088879000000213e-01,9.301798049999999707e-01
-2.210837374999999883e-01,9.131568356999999470e-01
-1.733487351999999926e-01,8.523884047999999991e-01
-1.389774414000000125e-01,7.492527811000000426e-01
-9.304891079999999537e-02,6.164905054999999523e-01
-8.543718740000000311e-02,4.670940686000000230e-01
-1.173549135999999993e-01,3.051614852999999794e-01
-1.348465859000000100e-01,1.789216448000000015e-01
-1.729986448999999982e-01,1.025554218999999989e-01
-3.102265081999999730e-01,7.225193060000000000e-02
-4.905000719000000009e-01,7.693939889999999726e-02
-6.631901485000000207e-01,9.873135410000000167e-02
-8.217332774000000173e-01,1.382196048000000066e-01
-9.193167580000000116e-01,2.220284821999999880e-01
-9.312314788000000121e-01,3.676984982000000013e-01
-9.307776729000000193e-01,5.489585498000000285e-01
-9.187707644000000506e-01,7.134400080999999672e-01
-8.317726637000000256e-01,8.090257911999999552e-01
-6.945594220999999902e-01,8.628678528000000014e-01
-5.421380154999999590e-01,9.057445264000000273e-01
-3.671260982999999811e-01,9.272153886999999761e-01
-2.245405585999999953e-01,9.103760857999999567e-01
-1.769774285999999863e-01,8.498764092999999686e-01
-1.432182981000000022e-01,7.466687349999999723e-01
-9.804384339999999698e-02,6.150262542000000110e-01
-9.113396540000000268e-02,4.674643347999999921e-01
-1.239057880000000028e-01,3.065069006999999734e-01
-1.437955013999999976e-01,1.799884183000000082e-01
-1.873830237999999926e-01,1.037838821999999966e-01
-3.299009151999999778e-01,7.531736159999999347e-02
-5.088987067000000364e-01,8.350817010000000096e-02
-6.775375095000000236e-01,1.103272202000000063e-01
-8.307940627000000022e-01,1.557424203999999979e-01
-9.220236639000000123e-01,2.479180448999999953e-01
-9.321473115999999726e-01,4.036283553000000190e-01
-9.340919074000000322e-01,5.863772127999999917e-01
-9.202579202999999763e-01,7.423877076999999547e-01
-8.278129452000000388e-01,8.285976820999999548e-01
-6.861364662000000170e-01,8.743574147999999546e-01
-5.303521506999999691e-01,9.109080465000000126e-01
-3.536224374999999975e-01,9.305261039000000123e-01
-2.144992619999999961e-01,9.139406183999999600e-01
-1.698835991000000045e-01,8.539121894000000212e-01
-1.370287558999999933e-01,7.516058512000000080e-01
-9.120048899999999570e-02,6.192247432999999912e-01
-8.296683700000000161e-02,4.693454538999999870e-01
-1.140018019000000049e-01,3.065898577999999763e-01
-1.297768401999999932e-01,1.798229114000000073e-01
-1.645614575000000079e-01,1.028513845999999982e-01
-2.982983644000000156e-01,7.134137070000000358e-02
-4.788891095999999736e-01,7.419976030000000056e-02
-6.537012139000000222e-01,9.343999669999999980e-02
-8.151266808999999558e-01,1.296980906000000100e-01
-9.163856874000000374e-01,2.089614892999999973e-01
-9.296421377000000374e-01,3.489047838000000068e-01
-9.280280616999999621e-01,5.284101542000000373e-01
-9.168672292999999751e-01,6.967659633999999658e-01
-8.326235294999999592e-01,7.974107591000000328e-01
-6.975482179999999977e-01,8.558212012000000479e-01
-5.468366347999999988e-01,9.015024446999999608e-01
-3.731267991000000173e-01,9.225419576000000177e-01
-2.293155605999999958e-01,9.022661740999999846e-01
-1.807572980000000107e-01,8.364913025000000335e-01
-1.489012775000000122e-01,7.269988615000000376e-01
-1.095550316999999996e-01,5.926319373999999751e-01
-1.103605745999999971e-01,4.491761354000000095e-01
-1.492321450999999910e-01,2.956819278999999745e-01
-1.800779083000000058e-01,1.743456918000000078e-01
-2.461282442000000126e-01,1.036263761000000005e-01
-4.058220457999999753e-01,8.501651229999999948e-02
-5.745556764999999455e-01,1.083331381000000038e-01
-7.250495698000000155e-01,1.551018516999999874e-01
-8.561642522000000310e-01,2.210338132999999927e-01
-9.239683891000000093e-01,3.402768964999999812e-01
-9.283217956999999521e-01,5.184875150000000099e-01
-9.355065136000000336e-01,6.912181406999999833e-01
-9.113617108999999550e-01,8.162843962000000397e-01
-7.964898740000000421e-01,8.806255964000000436e-01
-6.337573557000000246e-01,9.149078506000000166e-01
-4.593549389000000094e-01,9.391513582999999610e-01
-2.784982446000000000e-01,9.473706685999999655e-01
-1.621125062000000061e-01,9.285718648999999880e-01
-1.391941505000000023e-01,8.758958951999999964e-01
-1.166411457999999984e-01,7.852449323000000314e-01
-6.830876689999999807e-02,6.600185418999999776e-01
-4.955663980000000329e-02,5.060476083999999597e-01
-6.815403940000000493e-02,3.328352327999999916e-01
-6.338187620000000633e-02,1.986368552999999981e-01
-5.556900029999999741e-02,1.136612959999999950e-01
-1.297534244000000114e-01,6.685631910000000566e-02
-2.821650494999999870e-01,4.875905979999999723e-02
-4.553369274999999883e-01,4.127710560000000251e-02
-6.370114800999999716e-01,4.015118470000000189e-02
-7.993248081999999588e-01,5.681451600000000240e-02
-8.626522347999999729e-01,1.022239650999999944e-01
-8.769032436999999458e-01,1.812061211000000061e-01
-9.152473250999999532e-01,3.030137448999999927e-01
-9.481937792000000309e-01,4.512969868000000218e-01
-9.348164284000000102e-01,6.187398364999999734e-01
-9.189526302999999618e-01,7.687193085000000314e-01
-9.309961348999999942e-01,8.662857389000000463e-01
-8.952003616999999469e-01,9.241825127999999667e-01
-7.609975730000000382e-01,9.488374554999999821e-01
-5.845588741999999671e-01,9.556970380999999515e-01
-4.014156767000000015e-01,9.564287438999999891e-01
-2.246322423000000068e-01,9.446997991000000150e-01
-1.253314127000000056e-01,9.042044618000000256e-01
-1.125767517000000051e-01,8.297096629000000334e-01
-9.780426540000000668e-02,7.089348487000000087e-01
-6.899856899999999571e-02,5.550817312000000392e-01
-8.148480469999999642e-02,3.992992819999999776e-01
-1.252611344000000015e-01,2.515288976999999759e-01
-1.486477726000000055e-01,1.448298285999999879e-01
-1.972728015999999918e-01,8.300816140000000232e-02
-3.456136288000000167e-01,6.103855960000000025e-02
-5.251653521000000380e-01,6.945230049999999433e-02
-6.926203436000000213e-01,9.433197629999999501e-02
-8.450396476000000545e-01,1.376517691999999959e-01
-9.347540470999999851e-01,2.246203001000000032e-01
-9.420792342999999569e-01,3.715990209000000211e-01
-9.415165210000000506e-01,5.522693336999999758e-01
-9.331434147999999595e-01,7.169195014999999449e-01
-8.525096251999999541e-01,8.138954175000000513e-01
-7.230910031999999710e-01,8.674760392000000486e-01
-5.817214032999999951e-01,9.089022069000000092e-01
-4.127695078999999989e-01,9.336815243999999625e-01
-2.573648087000000029e-01,9.252440148999999669e-01
-1.940368601000000137e-01,8.763786998999999467e-01
-1.493344406999999874e-01,7.898303204000000077e-01
-8.966636840000000164e-02,6.730391408000000464e-01
-6.320595630000000464e-02,5.267742671999999793e-01
-8.036177070000000144e-02,3.528086787999999974e-01
-8.238702259999999833e-02,2.114426795000000081e-01
-8.784457549999999393e-02,1.207956602000000018e-01
-1.816190856999999881e-01,7.379466689999999995e-02
-3.490763029999999767e-01,5.978057340000000192e-02
-5.310717789000000133e-01,5.828474110000000236e-02
-7.133100128999999567e-01,6.633011119999999983e-02
-8.544865958999999789e-01,1.029709973000000056e-01
-8.948058178000000140e-01,1.820377403000000005e-01
-8.960592680000000199e-01,3.096840061999999727e-01
-9.102079593999999885e-01,4.776406512999999965e-01
-8.868106639999999707e-01,6.268657762999999550e-01
-8.116684039999999545e-01,7.474742881000000505e-01
-7.271945591999999792e-01,8.440257361999999874e-01
-6.211494869000000474e-01,9.012329767000000214e-01
-4.512723676000000017e-01,9.085074114000000201e-01
-3.167349532000000023e-01,8.621256063000000136e-01
-2.231036406999999944e-01,7.740147997999999863e-01
-1.413107909000000106e-01,6.647297878000000271e-01
-1.045513881999999978e-01,5.325765360999999976e-01
-1.218655802000000038e-01,3.650887798999999934e-01
-1.423577477999999896e-01,2.193256117999999866e-01
-1.867801788000000018e-01,1.267638846999999958e-01
-3.269354930000000214e-01,9.028156260000000377e-02
-5.040285132999999806e-01,9.736542980000000014e-02
-6.711943087999999724e-01,1.251317654000000112e-01
-8.229303512000000209e-01,1.726320027999999895e-01
-9.137551623999999872e-01,2.704963953999999782e-01
-9.256063287000000361e-01,4.333613760999999731e-01
-9.298038481000000521e-01,6.159780167999999723e-01
-9.124281430999999776e-01,7.636332408999999544e-01
-8.125729351999999572e-01,8.407349054999999627e-01
-6.645406761000000051e-01,8.787908998000000249e-01
-5.030515314000000293e-01,9.088580742999999851e-01
-3.253687083999999841e-01,9.228507758999999755e-01
-1.956841038000000088e-01,8.973349852999999987e-01
-1.593792421999999931e-01,8.235959429000000442e-01
-1.331589830999999891e-01,7.031949819999999685e-01
-1.019740616999999933e-01,5.578917124000000172e-01
-1.152726138000000067e-01,4.128723709000000075e-01
-1.649520697000000091e-01,2.681540994000000122e-01
-2.074270498999999934e-01,1.576544822000000012e-01
-2.916294442999999847e-01,9.616965989999999576e-02
-4.603959156999999913e-01,8.640502969999999672e-02
-6.179717738000000127e-01,1.194960142999999947e-01
-7.549820340999999768e-01,1.782042303999999966e-01
-8.714540898999999508e-01,2.566013234000000254e-01
-9.253360775000000205e-01,3.891789788000000194e-01
-9.258902116999999654e-01,5.716421844000000307e-01
-9.334368725999999672e-01,7.333380375000000395e-01
-9.015429382999999852e-01,8.442973013000000249e-01
-7.751826345000000229e-01,9.016749343000000083e-01
-6.049605785999999652e-01,9.274790878999999988e-01
-4.258453311000000019e-01,9.407412093000000475e-01
-2.476157368000000136e-01,9.372434845999999542e-01
-1.419314456000000113e-01,9.014943483999999785e-01
-1.252071724999999913e-01,8.263256904000000347e-01
-1.065535038000000045e-01,7.040558421000000511e-01
-6.982150700000000487e-02,5.485982557999999898e-01
-6.802719490000000424e-02,3.922496447000000108e-01
-8.584888350000000057e-02,2.464757969999999965e-01
-6.928064840000000557e-02,1.416476909000000117e-01
-5.632754239999999968e-02,7.958596390000000076e-02
-1.310448723000000038e-01,4.783831560000000038e-02
-2.851017684000000108e-01,3.622614410000000312e-02
-4.597477181999999885e-01,3.178481479999999831e-02
-6.424544957000000167e-01,3.195005759999999806e-02
-8.039876322000000242e-01,4.644448939999999693e-02
-8.653779792000000359e-01,8.449614549999999447e-02
-8.783263746999999677e-01,1.507675393000000030e-01
-9.196676306000000078e-01,2.565019747000000239e-01
-9.643189146999999739e-01,3.952845401000000258e-01
-9.649630814999999862e-01,5.677280671000000112e-01
-9.623167339000000542e-01,7.304912260000000490e-01
-9.956938609000000051e-01,8.383273897999999891e-01
-1.003379980899999913e+00,9.078856565999999795e-01
-9.320722911000000055e-01,9.470107800999999492e-01
-8.220692566999999729e-01,9.672488583999999667e-01
-7.238072030000000101e-01,9.799893840000000189e-01
-6.063924654000000247e-01,9.870209572999999459e-01
-4.282998004999999941e-01,9.871694053999999774e-01
-2.960495477999999792e-01,9.793061805999999647e-01
-2.012429370000000106e-01,9.622840314999999700e-01
-9.203503600000000062e-02,9.312607625000000056e-01
-5.677079800000000079e-03,8.790492706000000434e-01
3.541611999999999972e-03,7.884629147999999699e-01
-2.676544770000000018e-02,6.532364407999999845e-01
-3.099728629999999943e-02,4.756017438999999847e-01
-4.726557859999999667e-02,3.096176861000000113e-01
-1.219971789999999973e-01,2.004966323000000050e-01
-2.150015836999999985e-01,1.225486979999999976e-01
-3.030321476999999764e-01,6.930325190000000135e-02
-4.453348805999999827e-01,4.403746470000000079e-02
-6.173590306999999777e-01,4.681113409999999864e-02
-7.297442393999999943e-01,6.989615009999999851e-02
-8.340996228000000512e-01,1.050782239000000035e-01
-9.369997427999999795e-01,1.558707789000000066e-01
-9.837660055000000403e-01,2.549378429999999973e-01
-9.704145958000000016e-01,4.131318518000000051e-01
-9.665617955999999955e-01,5.922860560999999580e-01
-9.565007948999999510e-01,7.488933011999999723e-01
-8.712192865000000230e-01,8.446476070999999752e-01
-7.373257133999999713e-01,9.000917813000000045e-01
-5.962301393000000171e-01,9.351699719999999605e-01
-4.288680080999999755e-01,9.498458345000000413e-01
-2.680360276000000042e-01,9.357668313000000460e-01
-1.973299128999999874e-01,8.886996382999999833e-01
-1.448553609999999880e-01,8.050596622000000258e-01
-7.609955979999999398e-02,6.864199801000000489e-01
-4.135864770000000079e-02,5.352410131000000515e-01
-4.736706329999999798e-02,3.578582804000000062e-01
-2.916540280000000027e-02,2.172800846999999869e-01
-4.734593999999999955e-04,1.269599963999999970e-01
-3.960630650000000058e-02,7.059087919999999794e-02
-1.497638542999999989e-01,4.137178329999999932e-02
-2.725727699000000115e-01,2.562234119999999907e-02
-3.967065686999999841e-01,1.640351660000000100e-02
-5.689260161000000426e-01,1.404895679999999987e-02
-7.152932578999999791e-01,2.077372970000000013e-02
-7.912135876000000456e-01,3.753551060000000217e-02
-8.766806468000000185e-01,6.889120049999999940e-02
-9.725636168000000303e-01,1.204541853999999967e-01
-1.015494149500000054e+00,2.086584519999999943e-01
-9.964291352999999907e-01,3.457231732000000113e-01
-9.872711794999999846e-01,5.168596165000000076e-01
-9.929612406000000169e-01,6.900942115999999515e-01
-9.472993711999999622e-01,8.071674346999999639e-01
-8.673248974999999694e-01,8.767935151000000316e-01
-8.085580888000000188e-01,9.256348465000000525e-01
-7.496300753000000316e-01,9.558195671000000448e-01
-6.054530127999999678e-01,9.664177876999999750e-01
-4.303115820000000258e-01,9.566831673000000258e-01
-2.881475705000000054e-01,9.291733426999999601e-01
-1.512480179000000036e-01,8.853583302999999960e-01
-4.821555980000000186e-02,8.147818710999999992e-01
-2.515200100000000022e-02,6.883261036000000166e-01
-3.518502090000000249e-02,5.180206992000000454e-01
-2.643044450000000059e-02,3.406666208999999945e-01
-5.574610130000000330e-02,2.090154177999999918e-01
-1.507735763999999978e-01,1.389882296999999933e-01
-2.603994815999999823e-01,9.545219209999999954e-02
-3.705464559000000158e-01,6.614063550000000291e-02
-5.331742039000000322e-01,5.991824679999999820e-02
-6.872736864999999806e-01,9.020299049999999652e-02
-7.724066756999999894e-01,1.560593278000000084e-01
-8.504891793000000089e-01,2.518459123999999827e-01
-9.141696333000000063e-01,3.707300626000000210e-01
-9.236111804000000092e-01,5.306583143999999974e-01
-9.086420305000000308e-01,7.013572684000000113e-01
-9.093142901999999861e-01,8.247135903000000212e-01
-8.586093684000000170e-01,8.989423811000000208e-01
-7.117283823000000176e-01,9.273575526999999763e-01
-5.313539698000000477e-01,9.307477424000000221e-01
-3.492835591999999822e-01,9.245589324999999858e-01
-1.840883892000000077e-01,8.969537254999999654e-01
-1.022678827000000068e-01,8.237501649999999787e-01
-9.801846079999999850e-02,6.991495296999999942e-01
-9.314398109999999509e-02,5.273700465999999754e-01
-1.109786157000000051e-01,3.656142824999999985e-01
-1.931149318000000004e-01,2.562245156999999884e-01
-3.065623972000000030e-01,1.724116329000000003e-01
-4.334560143999999782e-01,1.157131804999999986e-01
-6.016967428999999701e-01,1.044921099000000048e-01
-7.318106736999999695e-01,1.556263662000000048e-01
-7.948991262000000280e-01,2.631469685999999752e-01
-8.439096211000000070e-01,4.043145504999999806e-01
-8.533130025999999813e-01,5.362782281000000317e-01
-8.065889113999999971e-01,6.649848051000000204e-01
-7.361282330999999735e-01,7.870469715000000255e-01
-6.422343445999999512e-01,8.659805232999999713e-01
-4.804000272999999765e-01,8.816699422999999536e-01
-3.415653111999999991e-01,8.298652874999999929e-01
-2.460915659000000033e-01,7.321169736000000539e-01
-1.729509720999999889e-01,6.217322682000000489e-01
-1.487861748000000039e-01,5.005303789999999697e-01
-1.791777848999999978e-01,3.474380651999999792e-01
-2.238112234999999894e-01,2.111027614000000052e-01
-3.123690323000000157e-01,1.314829868999999873e-01
-4.776112645999999740e-01,1.211666175000000040e-01
-6.252504561999999710e-01,1.678032942000000083e-01
-7.488823016000000221e-01,2.426814307999999865e-01
-8.454655326000000137e-01,3.311559389000000020e-01
-8.809683699999999451e-01,4.685201418000000118e-01
-8.675753444999999564e-01,6.448268238000000041e-01
-8.465885198999999472e-01,7.877524728999999448e-01
-7.603762294999999449e-01,8.706018774999999543e-01
-5.943032099999999707e-01,8.889589651000000536e-01
-4.244343666000000015e-01,8.704529209000000378e-01
-2.643413183000000166e-01,8.351376874000000505e-01
-1.356960665999999982e-01,7.653256140999999957e-01
-8.847526120000000216e-02,6.263534456999999556e-01
-8.536082479999999861e-02,4.435196168000000161e-01
-8.501565590000000061e-02,2.776415744999999879e-01
-1.531258218999999865e-01,1.759295616000000062e-01
-2.955813496999999956e-01,1.333502132000000118e-01
-4.605733349999999726e-01,1.068341668000000050e-01
-6.363816314000000363e-01,8.798895499999999370e-02
-7.932698580999999471e-01,1.005298034000000063e-01
-8.523303054999999961e-01,1.656546228999999926e-01
-8.633256599999999947e-01,2.833947262000000022e-01
-8.836919570000000279e-01,4.395556290000000033e-01
-8.704514514000000203e-01,5.831349961999999776e-01
-8.069249981999999655e-01,7.085097646000000360e-01
-7.307577425000000293e-01,8.159141587999999556e-01
-6.316740460999999973e-01,8.825953818999999756e-01
-4.659514484000000234e-01,8.924904651999999716e-01
-3.291440499000000131e-01,8.407042259000000461e-01
-2.355709417999999888e-01,7.452038509999999727e-01
-1.608843228000000070e-01,6.342933901999999735e-01
-1.337833193000000087e-01,5.085613257000000109e-01
-1.608121889999999943e-01,3.504698629999999926e-01
-1.977785333000000034e-01,2.113214107999999980e-01
-2.729975539000000229e-01,1.277088985000000010e-01
-4.344342064999999753e-01,1.087332220999999988e-01
-5.939239057999999849e-01,1.420661810999999941e-01
-7.323743737000000253e-01,2.023980555000000070e-01
-8.476916782000000206e-01,2.801613144000000277e-01
-9.008286732000000407e-01,4.116856414999999769e-01
-8.988251810999999813e-01,5.930198120999999878e-01
-8.947887837000000344e-01,7.505484229000000118e-01
-8.365158234999999776e-01,8.533317255000000268e-01
