X,Y,U,V
-1.000000000000000000e+00,-3.999999999999999112e-01,1.245631050692969435e-02,-3.526973362476331086e-01
-9.000000000000000222e-01,-3.999999999999999112e-01,-7.864212433147679815e-03,-3.280372418696140269e-01
-8.000000000000000444e-01,-3.999999999999999112e-01,-2.224623998154607457e-02,-2.765134313377866637e-01
-6.999999999999999556e-01,-3.999999999999999112e-01,-4.075380974008686180e-02,-1.966273783277375509e-01
-5.999999999999999778e-01,-3.999999999999999112e-01,-5.662855315231677539e-02,-1.023310316888774163e-01
-5.000000000000000000e-01,-3.999999999999999112e-01,-7.016728642812135319e-02,-3.984599575340858632e-04
-3.999999999999999112e-01,-3.999999999999999112e-01,-7.322101157844812525e-02,1.028809203584546833e-01
-2.999999999999999334e-01,-3.999999999999999112e-01,-7.095393524226935311e-02,1.963376676658272757e-01
-1.999999999999999556e-01,-3.999999999999999112e-01,-4.516304739294282888e-02,2.658230820725537291e-01
-9.999999999999997780e-02,-3.999999999999999112e-01,-2.659446821859560994e-02,3.125093675335336441e-01
0.000000000000000000e+00,-3.999999999999999112e-01,7.129065552444963441e-03,3.189161878752100332e-01
1.000000000000000888e-01,-3.999999999999999112e-01,3.957040860009838901e-02,3.039941603935765180e-01
2.000000000000001776e-01,-3.999999999999999112e-01,6.665340317443484153e-02,2.478828066947393605e-01
3.000000000000000444e-01,-3.999999999999999112e-01,9.321827845878452590e-02,1.646512554137726791e-01
4.000000000000001332e-01,-3.999999999999999112e-01,1.005885517747276275e-01,7.842061362989795337e-02
5.000000000000000000e-01,-3.999999999999999112e-01,1.055212857126700821e-01,-2.272654851391199202e-02
6.000000000000000888e-01,-3.999999999999999112e-01,9.913386269365581649e-02,-1.292578298272292758e-01
7.000000000000001776e-01,-3.999999999999999112e-01,8.361564943478776157e-02,-2.211911132254885948e-01
8.000000000000000444e-01,-3.999999999999999112e-01,6.389801825910849942e-02,-2.914503118724519060e-01
9.000000000000001332e-01,-3.999999999999999112e-01,4.251465912098908312e-02,-3.346768835944631260e-01
1.000000000000000000e+00,-3.999999999999999112e-01,1.245631050692969435e-02,-3.526973362476331086e-01
-1.000000000000000000e+00,-2.999999999999999334e-01,6.970809469984044424e-03,-3.112105157102629249e-01
-9.000000000000000222e-01,-2.999999999999999334e-01,-4.162094206226676224e-02,-2.847871205329264854e-01
-8.000000000000000444e-01,-2.999999999999999334e-01,-9.139494853767689275e-02,-2.413617039102536610e-01
-6.999999999999999556e-01,-2.999999999999999334e-01,-1.327018387404635957e-01,-1.763402983747541231e-01
-5.999999999999999778e-01,-2.999999999999999334e-01,-1.608879524943968575e-01,-9.557045677044333221e-02
-5.000000000000000000e-01,-2.999999999999999334e-01,-1.755666404397541736e-01,-2.079530700441187263e-03
-3.999999999999999112e-01,-2.999999999999999334e-01,-1.712622368706825660e-01,8.459781415515667258e-02
-2.999999999999999334e-01,-2.999999999999999334e-01,-1.431359414258199514e-01,1.715687641565374344e-01
-1.999999999999999556e-01,-2.999999999999999334e-01,-1.034151296294877065e-01,2.296449919191004552e-01
-9.999999999999997780e-02,-2.999999999999999334e-01,-5.432768844285947030e-02,2.678228911497808618e-01
0.000000000000000000e+00,-2.999999999999999334e-01,1.341434110874144964e-02,2.748955718338307874e-01
1.000000000000000888e-01,-2.999999999999999334e-01,7.760156143385926741e-02,2.559506942862449508e-01
2.000000000000001776e-01,-2.999999999999999334e-01,1.264823067015664049e-01,2.026617254904290732e-01
3.000000000000000444e-01,-2.999999999999999334e-01,1.739189003450087312e-01,1.392277666239342127e-01
4.000000000000001332e-01,-2.999999999999999334e-01,1.984708920130721643e-01,5.892577082260538890e-02
5.000000000000000000e-01,-2.999999999999999334e-01,2.030979807028437389e-01,-3.524490260303655975e-02
6.000000000000000888e-01,-2.999999999999999334e-01,1.896609499246498798e-01,-1.203889860581568161e-01
7.000000000000001776e-01,-2.999999999999999334e-01,1.624894257099283035e-01,-2.007196623111769385e-01
8.000000000000000444e-01,-2.999999999999999334e-01,1.205428306566323216e-01,-2.550690564085805745e-01
9.000000000000001332e-01,-2.999999999999999334e-01,7.355395522285385068e-02,-3.000517468614906091e-01
1.000000000000000000e+00,-2.999999999999999334e-01,6.970809469984044424e-03,-3.112105157102629249e-01
-1.000000000000000000e+00,-1.999999999999999556e-01,6.093192298597884145e-05,-2.374493876877968868e-01
-9.000000000000000222e-01,-1.999999999999999556e-01,-7.031408220386391184e-02,-2.204654248398434380e-01
-8.000000000000000444e-01,-1.999999999999999556e-01,-1.480178734237485028e-01,-1.848928540332630821e-01
-6.999999999999999556e-01,-1.999999999999999556e-01,-2.051220085324485243e-01,-1.354654139962208348e-01
-5.999999999999999778e-01,-1.999999999999999556e-01,-2.363805587589744295e-01,-7.215968467765779271e-02
-5.000000000000000000e-01,-1.999999999999999556e-01,-2.562248012636426098e-01,-5.676431390154328994e-04
-3.999999999999999112e-01,-1.999999999999999556e-01,-2.469774589941130527e-01,6.625895505400097862e-02
-2.999999999999999334e-01,-1.999999999999999556e-01,-2.191556142677976160e-01,1.235722436608740621e-01
-1.999999999999999556e-01,-1.999999999999999556e-01,-1.523760235332658475e-01,1.693059479064744077e-01
-9.999999999999997780e-02,-1.999999999999999556e-01,-6.721317657016852298e-02,1.937578124531973423e-01
0.000000000000000000e+00,-1.999999999999999556e-01,1.367289695023022125e-02,1.966514055926738003e-01
1.000000000000000888e-01,-1.999999999999999556e-01,1.035137545314873814e-01,1.811639487961724804e-01
2.000000000000001776e-01,-1.999999999999999556e-01,1.785308747803311391e-01,1.423735687117256288e-01
3.000000000000000444e-01,-1.999999999999999556e-01,2.421031634934039112e-01,9.197956296629530848e-02
4.000000000000001332e-01,-1.999999999999999556e-01,2.798525104286119780e-01,3.581553991183538538e-02
5.000000000000000000e-01,-1.999999999999999556e-01,2.877567960401571368e-01,-3.294447144338080724e-02
6.000000000000000888e-01,-1.999999999999999556e-01,2.719562586505757107e-01,-9.905121159289873023e-02
7.000000000000001776e-01,-1.999999999999999556e-01,2.271511108060089712e-01,-1.582778515982043444e-01
8.000000000000000444e-01,-1.999999999999999556e-01,1.685918597250002648e-01,-1.985841760779177567e-01
9.000000000000001332e-01,-1.999999999999999556e-01,9.477768932655331047e-02,-2.282812994584087485e-01
1.000000000000000000e+00,-1.999999999999999556e-01,6.093192298597884145e-05,-2.374493876877968868e-01
-1.000000000000000000e+00,-9.999999999999997780e-02,7.637994710911711824e-04,-1.389583265650864985e-01
-9.000000000000000222e-01,-9.999999999999997780e-02,-9.830900987171656280e-02,-1.313049782544431499e-01
-8.000000000000000444e-01,-9.999999999999997780e-02,-1.822233842442089191e-01,-1.095101465482051367e-01
-6.999999999999999556e-01,-9.999999999999997780e-02,-2.514123093111951812e-01,-8.177620667509115371e-02
-5.999999999999999778e-01,-9.999999999999997780e-02,-2.988142833328477632e-01,-4.493376040536747190e-02
-5.000000000000000000e-01,-9.999999999999997780e-02,-3.157974425125507634e-01,-4.371408471288550958e-03
-3.999999999999999112e-01,-9.999999999999997780e-02,-3.031725238262404365e-01,3.643873970444757443e-02
-2.999999999999999334e-01,-9.999999999999997780e-02,-2.580952092959499788e-01,6.616048909476715534e-02
-1.999999999999999556e-01,-9.999999999999997780e-02,-1.791103161468663718e-01,9.781675710293120940e-02
-9.999999999999997780e-02,-9.999999999999997780e-02,-8.917199553532881295e-02,1.048742042295568583e-01
0.000000000000000000e+00,-9.999999999999997780e-02,1.111003252295591180e-02,1.088016602397140625e-01
1.000000000000000888e-01,-9.999999999999997780e-02,1.245373244491143477e-01,9.596013609007413014e-02
2.000000000000001776e-01,-9.999999999999997780e-02,2.149560739358476746e-01,7.095329391513735540e-02
3.000000000000000444e-01,-9.999999999999997780e-02,2.823340178651607690e-01,4.455924386495980355e-02
4.000000000000001332e-01,-9.999999999999997780e-02,3.294734334679739196e-01,8.938176044682182367e-03
5.000000000000000000e-01,-9.999999999999997780e-02,3.400186759072593157e-01,-3.040003323132848406e-02
6.000000000000000888e-01,-9.999999999999997780e-02,3.170577081650287066e-01,-6.163163894226056372e-02
7.000000000000001776e-01,-9.999999999999997780e-02,2.675009677508417005e-01,-9.473504779349657678e-02
8.000000000000000444e-01,-9.999999999999997780e-02,1.935867059672992663e-01,-1.267266174612949603e-01
9.000000000000001332e-01,-9.999999999999997780e-02,1.067387790716801399e-01,-1.361872810536707834e-01
1.000000000000000000e+00,-9.999999999999997780e-02,7.637994710911711824e-04,-1.389583265650864985e-01
-1.000000000000000000e+00,0.000000000000000000e+00,-8.181674455378710326e-03,-4.008966404509507059e-02
-9.000000000000000222e-01,0.000000000000000000e+00,-1.030999378131419869e-01,-2.741302691848752568e-02
-8.000000000000000444e-01,0.000000000000000000e+00,-1.960861350242529277e-01,-2.408618444317899704e-02
-6.999999999999999556e-01,0.000000000000000000e+00,-2.745421315483285163e-01,-1.608352090701849896e-02
-5.999999999999999778e-01,0.000000000000000000e+00,-3.247001087444220113e-01,-7.930415297795917820e-03
-5.000000000000000000e-01,0.000000000000000000e+00,-3.451110940121525639e-01,-3.033464377784232321e-04
-3.999999999999999112e-01,0.000000000000000000e+00,-3.303517355628668439e-01,5.914686543362591628e-03
-2.999999999999999334e-01,0.000000000000000000e+00,-2.754633461004264428e-01,6.259387791749186983e-03
-1.999999999999999556e-01,0.000000000000000000e+00,-1.942198109018917762e-01,9.278304036252620068e-03
-9.999999999999997780e-02,0.000000000000000000e+00,-9.430649987012382218e-02,9.840740672076374318e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.706217523546431900e-02,7.182855619017388706e-03
1.000000000000000888e-01,0.000000000000000000e+00,1.333286708333649984e-01,-3.817931736236313336e-03
2.000000000000001776e-01,0.000000000000000000e+00,2.284837828584574959e-01,-3.836904497234845668e-03
3.000000000000000444e-01,0.000000000000000000e+00,3.055384119963309719e-01,-1.478423028597621904e-02
4.000000000000001332e-01,0.000000000000000000e+00,3.514825987280896236e-01,-1.849273767198792578e-02
5.000000000000000000e-01,0.000000000000000000e+00,3.677157713151759655e-01,-2.670734762289478370e-02
6.000000000000000888e-01,0.000000000000000000e+00,3.392283982656185137e-01,-2.747285297558029263e-02
7.000000000000001776e-01,0.000000000000000000e+00,2.853914730944402400e-01,-2.780021821287738740e-02
8.000000000000000444e-01,0.000000000000000000e+00,2.139987251601539464e-01,-3.103116565273986160e-02
9.000000000000001332e-01,0.000000000000000000e+00,1.172029250607912604e-01,-2.698840457809854182e-02
1.000000000000000000e+00,0.000000000000000000e+00,-8.181674455378710326e-03,-4.008966404509507059e-02
-1.000000000000000000e+00,1.000000000000000888e-01,-2.227511651925979941e-03,7.582902621466125481e-02
-9.000000000000000222e-01,1.000000000000000888e-01,-1.003646954070571973e-01,7.397146788199111811e-02
-8.000000000000000444e-01,1.000000000000000888e-01,-1.873177599188291798e-01,6.760965677262509299e-02
-6.999999999999999556e-01,1.000000000000000888e-01,-2.677948992107347381e-01,4.604506025766288285e-02
-5.999999999999999778e-01,1.000000000000000888e-01,-3.152326021149118862e-01,2.433405392610271667e-02
-5.000000000000000000e-01,1.000000000000000888e-01,-3.310431496055910583e-01,-7.202534191072277811e-04
-3.999999999999999112e-01,1.000000000000000888e-01,-3.153269521571643308e-01,-2.514545659794093294e-02
-2.999999999999999334e-01,1.000000000000000888e-01,-2.740991519403096488e-01,-5.425020568190828951e-02
-1.999999999999999556e-01,1.000000000000000888e-01,-1.907812001692325843e-01,-7.717306131369894295e-02
-9.999999999999997780e-02,1.000000000000000888e-01,-9.180922195222349091e-02,-9.130322645152316730e-02
0.000000000000000000e+00,1.000000000000000888e-01,2.141317844438766355e-02,-9.575178642863860223e-02
1.000000000000000888e-01,1.000000000000000888e-01,1.256431314621459239e-01,-9.640555825975612170e-02
2.000000000000001776e-01,1.000000000000000888e-01,2.239103229228128766e-01,-8.662204053260824654e-02
3.000000000000000444e-01,1.000000000000000888e-01,2.935058124171724958e-01,-6.904112929102521057e-02
4.000000000000001332e-01,1.000000000000000888e-01,3.398139797603589862e-01,-4.718825245984347577e-02
5.000000000000000000e-01,1.000000000000000888e-01,3.505952574687479228e-01,-1.972030995754654389e-02
6.000000000000000888e-01,1.000000000000000888e-01,3.237083052815045159e-01,7.268701028728181968e-03
7.000000000000001776e-01,1.000000000000000888e-01,2.693940604176488507e-01,3.726093541081650778e-02
8.000000000000000444e-01,1.000000000000000888e-01,1.969941599772244700e-01,6.204955065589419505e-02
9.000000000000001332e-01,1.000000000000000888e-01,1.136356398195319528e-01,7.305944736176554766e-02
1.000000000000000000e+00,1.000000000000000888e-01,-2.227511651925979941e-03,7.582902621466125481e-02
-1.000000000000000000e+00,2.000000000000001776e-01,1.083468887519603140e-04,1.825947663847901081e-01
-9.000000000000000222e-01,2.000000000000001776e-01,-8.925038234395149539e-02,1.666006908005235321e-01
-8.000000000000000444e-01,2.000000000000001776e-01,-1.655575784566138409e-01,1.501905939916345079e-01
-6.999999999999999556e-01,2.000000000000001776e-01,-2.243752302554169742e-01,1.083952136346017642e-01
-5.999999999999999778e-01,2.000000000000001776e-01,-2.653285323876291013e-01,6.125160889845033402e-02
-5.000000000000000000e-01,2.000000000000001776e-01,-2.826839079912888963e-01,1.266811911036779502e-03
-3.999999999999999112e-01,2.000000000000001776e-01,-2.686759911571139359e-01,-5.737531775097012149e-02
-2.999999999999999334e-01,2.000000000000001776e-01,-2.274324435374244779e-01,-1.114619679170826688e-01
-1.999999999999999556e-01,2.000000000000001776e-01,-1.620724297278094972e-01,-1.594460575789783119e-01
-9.999999999999997780e-02,2.000000000000001776e-01,-7.505591946010570226e-02,-1.860633680912988641e-01
0.000000000000000000e+00,2.000000000000001776e-01,1.496513246297468888e-02,-1.976301774131914157e-01
1.000000000000000888e-01,2.000000000000001776e-01,1.094186057277204138e-01,-1.872334062875160854e-01
2.000000000000001776e-01,2.000000000000001776e-01,1.933314513094285814e-01,-1.608920093704451215e-01
3.000000000000000444e-01,2.000000000000001776e-01,2.563107473255525903e-01,-1.224691371307532611e-01
4.000000000000001332e-01,2.000000000000001776e-01,2.938745606645039032e-01,-7.268661456393456233e-02
5.000000000000000000e-01,2.000000000000001776e-01,3.042716195615065011e-01,-1.468257925092147920e-02
6.000000000000000888e-01,2.000000000000001776e-01,2.816723114305310083e-01,4.162972464080542945e-02
7.000000000000001776e-01,2.000000000000001776e-01,2.367056490611779973e-01,1.000897060368649977e-01
8.000000000000000444e-01,2.000000000000001776e-01,1.734859561106310288e-01,1.457164924828028563e-01
9.000000000000001332e-01,2.000000000000001776e-01,9.718097717398734015e-02,1.721570634170519476e-01
1.000000000000000000e+00,2.000000000000001776e-01,1.083468887519603140e-04,1.825947663847901081e-01
-1.000000000000000000e+00,3.000000000000000444e-01,3.070457538158823454e-03,2.585094995291439823e-01
-9.000000000000000222e-01,3.000000000000000444e-01,-5.718287680293464292e-02,2.487108039211032295e-01
-8.000000000000000444e-01,3.000000000000000444e-01,-1.181962866923227939e-01,2.127419389236659963e-01
-6.999999999999999556e-01,3.000000000000000444e-01,-1.607335262473903181e-01,1.554397200635642129e-01
