X,Y,U,V
-5.999999999999999778e-01,3.000000000000000444e-01,-1.925609538952100797e-01,8.133641206989314365e-02
-5.000000000000000000e-01,3.000000000000000444e-01,-2.113928476101899490e-01,2.958395441182929547e-04
-3.999999999999999112e-01,3.000000000000000444e-01,-2.005519496652570233e-01,-8.043397086890508030e-02
-2.999999999999999334e-01,3.000000000000000444e-01,-1.649392843145255361e-01,-1.570232128369244140e-01
-1.999999999999999556e-01,3.000000000000000444e-01,-1.115630423522502579e-01,-2.173332773257391770e-01
-9.999999999999997780e-02,3.000000000000000444e-01,-5.655430867626090596e-02,-2.598269364972496387e-01
0.000000000000000000e+00,3.000000000000000444e-01,1.403539904185441278e-02,-2.768065160702665728e-01
1.000000000000000888e-01,3.000000000000000444e-01,8.570172432067778290e-02,-2.608238746737851499e-01
2.000000000000001776e-01,3.000000000000000444e-01,1.481938736616912888e-01,-2.251833962373333553e-01
3.000000000000000444e-01,3.000000000000000444e-01,1.903018598657383320e-01,-1.659596343077609504e-01
4.000000000000001332e-01,3.000000000000000444e-01,2.180665527290502337e-01,-9.514165607915722744e-02
5.000000000000000000e-01,3.000000000000000444e-01,2.229351532903609823e-01,-1.406860401429861629e-02
6.000000000000000888e-01,3.000000000000000444e-01,2.141383949463091518e-01,6.521662021987405244e-02
7.000000000000001776e-01,3.000000000000000444e-01,1.779837716209471676e-01,1.490604487411888446e-01
8.000000000000000444e-01,3.000000000000000444e-01,1.236081093575975148e-01,2.036801848757374411e-01
9.000000000000001332e-01,3.000000000000000444e-01,7.115427467463776579e-02,2.449944927090011992e-01
1.000000000000000000e+00,3.000000000000000444e-01,3.070457538158823454e-03,2.585094995291439823e-01
-1.000000000000000000e+00,4.000000000000001332e-01,7.450226632409430276e-03,3.171868702343379476e-01
-9.000000000000000222e-01,4.000000000000001332e-01,-2.425772624854581616e-02,2.956634243473218460e-01
-8.000000000000000444e-01,4.000000000000001332e-01,-5.449806485719149718e-02,2.500205779990559707e-01
-6.999999999999999556e-01,4.000000000000001332e-01,-8.296272142592539534e-02,1.816071920714610877e-01
-5.999999999999999778e-01,4.000000000000001332e-01,-9.982119260370971026e-02,8.648573783150435845e-02
-5.000000000000000000e-01,4.000000000000001332e-01,-1.068039375385721190e-01,-7.194788707922249171e-03
-3.999999999999999112e-01,4.000000000000001332e-01,-1.018621683548386059e-01,-1.026979441890384648e-01
-2.999999999999999334e-01,4.000000000000001332e-01,-8.682086156102059027e-02,-1.914087446881715948e-01
-1.999999999999999556e-01,4.000000000000001332e-01,-5.025102836105755505e-02,-2.229976534532994437e-01
-9.999999999999997780e-02,4.000000000000001332e-01,-2.792798655650534020e-02,-3.134680162007653093e-01
0.000000000000000000e+00,4.000000000000001332e-01,1.138760630128011347e-02,-3.302364101864493362e-01
1.000000000000000888e-01,4.000000000000001332e-01,5.392022384748194896e-02,-3.168758037525609139e-01
2.000000000000001776e-01,4.000000000000001332e-01,8.393349459330265439e-02,-2.742019391497215741e-01
3.000000000000000444e-01,4.000000000000001332e-01,1.115957351787408014e-01,-1.998059174191320342e-01
4.000000000000001332e-01,4.000000000000001332e-01,1.276797986050655642e-01,-1.102913153492627585e-01
5.000000000000000000e-01,4.000000000000001332e-01,1.270837229713592809e-01,-1.883625557098516506e-02
6.000000000000000888e-01,4.000000000000001332e-01,1.181333293483514124e-01,7.887085580032468513e-02
7.000000000000001776e-01,4.000000000000001332e-01,1.027160144373372164e-01,1.716861426242369537e-01
8.000000000000000444e-01,4.000000000000001332e-01,7.138626785096252592e-02,2.420355900246622671e-01
9.000000000000001332e-01,4.000000000000001332e-01,3.876753437143445197e-02,2.964092701956271836e-01
1.000000000000000000e+00,4.000000000000001332e-01,7.450226632409430276e-03,3.171868702343379476e-01
-1.000000000000000000e+00,5.000000000000000000e-01,1.240251629788187426e-02,3.286810542910670874e-01
-9.000000000000000222e-01,5.000000000000000000e-01,1.706975204987591643e-02,3.128482105582759409e-01
-8.000000000000000444e-01,5.000000000000000000e-01,1.460712591454661410e-02,2.648451486784567654e-01
-6.999999999999999556e-01,5.000000000000000000e-01,1.170452030880592999e-02,1.837789554616754417e-01
-5.999999999999999778e-01,5.000000000000000000e-01,8.920091361053660711e-03,9.354739802732549292e-02
-5.000000000000000000e-01,5.000000000000000000e-01,4.506344907041737527e-03,-1.126127277326057809e-02
-3.999999999999999112e-01,5.000000000000000000e-01,1.794202286785675886e-03,-1.159316988306142160e-01
-2.999999999999999334e-01,5.000000000000000000e-01,-1.066781869177795862e-03,-2.130767615531160286e-01
-1.999999999999999556e-01,5.000000000000000000e-01,-1.270411597742846909e-03,-2.913392793326990970e-01
-9.999999999999997780e-02,5.000000000000000000e-01,7.261774566294084028e-03,-3.386079665699958108e-01
0.000000000000000000e+00,5.000000000000000000e-01,1.252691048561307280e-02,-3.594233421203954504e-01
1.000000000000000888e-01,5.000000000000000000e-01,2.225097780890421956e-02,-3.381586853746663679e-01
2.000000000000001776e-01,5.000000000000000000e-01,2.191843782203883179e-02,-2.848862125646194898e-01
3.000000000000000444e-01,5.000000000000000000e-01,2.787058565012986988e-02,-2.179572024049353796e-01
4.000000000000001332e-01,5.000000000000000000e-01,2.524562430588050271e-02,-1.266294492003288141e-01
5.000000000000000000e-01,5.000000000000000000e-01,2.096379980033663895e-02,-2.031994431579733223e-02
6.000000000000000888e-01,5.000000000000000000e-01,2.041542742624625345e-02,8.633310208951766596e-02
7.000000000000001776e-01,5.000000000000000000e-01,1.076439520619327551e-02,1.802372448602242716e-01
8.000000000000000444e-01,5.000000000000000000e-01,1.080813040710381159e-02,2.577357688899091226e-01
9.000000000000001332e-01,5.000000000000000000e-01,1.328459470437379046e-02,3.036809290395501293e-01
1.000000000000000000e+00,5.000000000000000000e-01,1.240251629788187426e-02,3.286810542910670874e-01
-1.000000000000000000e+00,6.000000000000000888e-01,1.909312077906617430e-02,3.165552071674633261e-01
-9.000000000000000222e-01,6.000000000000000888e-01,5.600091859397640648e-02,2.921531833960211988e-01
-8.000000000000000444e-01,6.000000000000000888e-01,8.319317592636889247e-02,2.451146974701113590e-01
-6.999999999999999556e-01,6.000000000000000888e-01,1.009232295342052943e-01,1.759180225303780265e-01
-5.999999999999999778e-01,6.000000000000000888e-01,1.165980094044787863e-01,8.074238182846421585e-02
-5.000000000000000000e-01,6.000000000000000888e-01,1.155377347112372388e-01,-9.859556619315564333e-03
-3.999999999999999112e-01,6.000000000000000888e-01,1.079829978894997211e-01,-1.153517618763378605e-01
-2.999999999999999334e-01,6.000000000000000888e-01,8.968881593136274200e-02,-2.069297946965693580e-01
-1.999999999999999556e-01,6.000000000000000888e-01,6.226200466348469353e-02,-2.773488174018798880e-01
-9.999999999999997780e-02,6.000000000000000888e-01,4.300917742194147741e-02,-3.305144534225731290e-01
0.000000000000000000e+00,6.000000000000000888e-01,1.307481032633980161e-02,-3.479734722844648465e-01
1.000000000000000888e-01,6.000000000000000888e-01,-1.365621228299082265e-02,-3.289546890207915575e-01
2.000000000000001776e-01,6.000000000000000888e-01,-3.276538303844037103e-02,-2.813559328814153049e-01
3.000000000000000444e-01,6.000000000000000888e-01,-5.908945349244344725e-02,-2.140795305646232549e-01
4.000000000000001332e-01,6.000000000000000888e-01,-7.467675331394126037e-02,-1.279177209452581065e-01
5.000000000000000000e-01,6.000000000000000888e-01,-7.812332543525679629e-02,-2.729776349013576797e-02
6.000000000000000888e-01,6.000000000000000888e-01,-7.911485379257632289e-02,7.366606801618727496e-02
7.000000000000001776e-01,6.000000000000000888e-01,-6.855142316381265810e-02,1.655166873825276441e-01
8.000000000000000444e-01,6.000000000000000888e-01,-5.062583469630480004e-02,2.377227422135019808e-01
9.000000000000001332e-01,6.000000000000000888e-01,-1.878274478019056198e-02,2.854311384853289169e-01
1.000000000000000000e+00,6.000000000000000888e-01,1.909312077906617430e-02,3.165552071674633261e-01
-1.000000000000000000e+00,7.000000000000001776e-01,2.393798606770524209e-02,2.680856520129562548e-01
-9.000000000000000222e-01,7.000000000000001776e-01,8.449925021814477799e-02,2.467792204502308739e-01
-8.000000000000000444e-01,7.000000000000001776e-01,1.388575568601655708e-01,2.091732847263308437e-01
-6.999999999999999556e-01,7.000000000000001776e-01,1.872231727426152403e-01,1.472126475121224298e-01
-5.999999999999999778e-01,7.000000000000001776e-01,2.137712044600560135e-01,7.051066415048079516e-02
-5.000000000000000000e-01,7.000000000000001776e-01,2.154962375627232640e-01,-1.946268979058808288e-02
-3.999999999999999112e-01,7.000000000000001776e-01,2.052493498008333417e-01,-1.040038432433107035e-01
-2.999999999999999334e-01,7.000000000000001776e-01,1.648884843868486105e-01,-1.841907265344788491e-01
-1.999999999999999556e-01,7.000000000000001776e-01,1.239902096118973285e-01,-2.411020858844835357e-01
-9.999999999999997780e-02,7.000000000000001776e-01,7.486934204897867373e-02,-2.854018317744028699e-01
0.000000000000000000e+00,7.000000000000001776e-01,2.089190850822791531e-02,-3.008621774314772512e-01
1.000000000000000888e-01,7.000000000000001776e-01,-3.401246695971752582e-02,-2.864033098085745910e-01
2.000000000000001776e-01,7.000000000000001776e-01,-8.937165720321170459e-02,-2.493130546099701639e-01
3.000000000000000444e-01,7.000000000000001776e-01,-1.341997802690681751e-01,-1.895305037153864891e-01
4.000000000000001332e-01,7.000000000000001776e-01,-1.635165370485957559e-01,-1.132121891521158247e-01
5.000000000000000000e-01,7.000000000000001776e-01,-1.758598087638913177e-01,-2.778548915246631043e-02
6.000000000000000888e-01,7.000000000000001776e-01,-1.680676638387398336e-01,5.620217760358459796e-02
7.000000000000001776e-01,7.000000000000001776e-01,-1.488360323039081834e-01,1.353745476214511800e-01
8.000000000000000444e-01,7.000000000000001776e-01,-1.028390530660420465e-01,1.974373570843184766e-01
9.000000000000001332e-01,7.000000000000001776e-01,-4.581969245006678459e-02,2.403045956655496251e-01
1.000000000000000000e+00,7.000000000000001776e-01,2.393798606770524209e-02,2.680856520129562548e-01
-1.000000000000000000e+00,8.000000000000000444e-01,2.281776256695484256e-02,1.887479193423159674e-01
-9.000000000000000222e-01,8.000000000000000444e-01,1.164877551765375885e-01,1.773275347409507818e-01
-8.000000000000000444e-01,8.000000000000000444e-01,1.909884701070670987e-01,1.497426172375616038e-01
-6.999999999999999556e-01,8.000000000000000444e-01,2.549971868277036147e-01,1.003919918802686911e-01
-5.999999999999999778e-01,8.000000000000000444e-01,2.880220571456526546e-01,4.686452500449743430e-02
-5.000000000000000000e-01,8.000000000000000444e-01,2.995175200652711034e-01,-1.138494332653271039e-02
-3.999999999999999112e-01,8.000000000000000444e-01,2.777710986811942617e-01,-7.810769892286437144e-02
-2.999999999999999334e-01,8.000000000000000444e-01,2.321988957809218157e-01,-1.404166698800697055e-01
-1.999999999999999556e-01,8.000000000000000444e-01,1.732209513488748021e-01,-1.872925878777646491e-01
-9.999999999999997780e-02,8.000000000000000444e-01,9.947995646075906417e-02,-2.191299897059409418e-01
0.000000000000000000e+00,8.000000000000000444e-01,2.413931983029666412e-02,-2.169305066075812860e-01
1.000000000000000888e-01,8.000000000000000444e-01,-5.998398637319152238e-02,-2.178916397097803714e-01
2.000000000000001776e-01,8.000000000000000444e-01,-1.374286524738982385e-01,-1.854951240360231957e-01
3.000000000000000444e-01,8.000000000000000444e-01,-1.956708131982956012e-01,-1.430793168426093831e-01
4.000000000000001332e-01,8.000000000000000444e-01,-2.373195294021007984e-01,-8.852508780026793755e-02
5.000000000000000000e-01,8.000000000000000444e-01,-2.563716951894461915e-01,-3.133257974304105159e-02
6.000000000000000888e-01,8.000000000000000444e-01,-2.421548090888157034e-01,3.319563223028117183e-02
7.000000000000001776e-01,8.000000000000000444e-01,-2.063890038700044727e-01,9.214501320396513429e-02
8.000000000000000444e-01,8.000000000000000444e-01,-1.479676151855554289e-01,1.412619923355978302e-01
9.000000000000001332e-01,8.000000000000000444e-01,-7.132236107646520995e-02,1.618595757885492314e-01
1.000000000000000000e+00,8.000000000000000444e-01,2.281776256695484256e-02,1.887479193423159674e-01
-1.000000000000000000e+00,9.000000000000001332e-01,2.711264248575512986e-02,9.318895576175498241e-02
-9.000000000000000222e-01,9.000000000000001332e-01,1.310432404748066992e-01,8.930038778747628747e-02
-8.000000000000000444e-01,9.000000000000001332e-01,2.259645069605787648e-01,7.589344245292399538e-02
-6.999999999999999556e-01,9.000000000000001332e-01,2.956176614502813438e-01,5.155550256576801882e-02
-5.999999999999999778e-01,9.000000000000001332e-01,3.369724942241965060e-01,1.675144883277223870e-02
-5.000000000000000000e-01,9.000000000000001332e-01,3.431456105315809912e-01,-1.417417831304235674e-02
-3.999999999999999112e-01,9.000000000000001332e-01,3.293854531013311604e-01,-5.131494672122504513e-02
-2.999999999999999334e-01,9.000000000000001332e-01,2.801051353491628704e-01,-7.763797642812347855e-02
-1.999999999999999556e-01,9.000000000000001332e-01,2.071379328480673077e-01,-1.085481530933538608e-01
-9.999999999999997780e-02,9.000000000000001332e-01,1.182904145175041472e-01,-1.221746789979483855e-01
0.000000000000000000e+00,9.000000000000001332e-01,2.714780212404945686e-02,-1.279417180353344952e-01
1.000000000000000888e-01,9.000000000000001332e-01,-6.917570257637933873e-02,-1.211166821181860198e-01
2.000000000000001776e-01,9.000000000000001332e-01,-1.607148789973088798e-01,-1.065674597366385867e-01
3.000000000000000444e-01,9.000000000000001332e-01,-2.327246896692601874e-01,-8.366933906425982892e-02
4.000000000000001332e-01,9.000000000000001332e-01,-2.830547173872499656e-01,-5.243313312142256627e-02
5.000000000000000000e-01,9.000000000000001332e-01,-3.041780648261739328e-01,-2.535887244522483722e-02
6.000000000000000888e-01,9.000000000000001332e-01,-2.903350769827671707e-01,1.027990689575782914e-02
7.000000000000001776e-01,9.000000000000001332e-01,-2.537546723768555057e-01,3.694538062052755284e-02
8.000000000000000444e-01,9.000000000000001332e-01,-1.748536021105709382e-01,6.713462685138496533e-02
9.000000000000001332e-01,9.000000000000001332e-01,-8.430329186024743127e-02,8.084890749102477403e-02
1.000000000000000000e+00,9.000000000000001332e-01,2.711264248575512986e-02,9.318895576175498241e-02
-1.000000000000000000e+00,1.000000000000000000e+00,3.621731844041296139e-02,2.303401781402248522e-02
-9.000000000000000222e-01,1.000000000000000000e+00,1.489407025490750158e-01,1.852981355388412868e-02
-8.000000000000000444e-01,1.000000000000000000e+00,2.481464694321330322e-01,4.188830292971493577e-03
-6.999999999999999556e-01,1.000000000000000000e+00,3.179637948374155476e-01,-9.427884733738779027e-03
-5.999999999999999778e-01,1.000000000000000000e+00,3.590314134557477943e-01,-2.201885543680000973e-02
-5.000000000000000000e-01,1.000000000000000000e+00,3.583136633938356352e-01,-3.024818979325518548e-02
-3.999999999999999112e-01,1.000000000000000000e+00,3.367033091128028843e-01,-3.821248498242416081e-02
-2.999999999999999334e-01,1.000000000000000000e+00,2.791711984654787759e-01,-4.342443005473400203e-02
-1.999999999999999556e-01,1.000000000000000000e+00,1.968495412347086859e-01,-4.638404094875705347e-02
-9.999999999999997780e-02,1.000000000000000000e+00,9.529769569528245832e-02,-5.076322170324745753e-02
0.000000000000000000e+00,1.000000000000000000e+00,-3.993783665502521028e-03,-4.013699484204298618e-02
1.000000000000000888e-01,1.000000000000000000e+00,-1.098943129825605963e-01,-3.344342550049264617e-02
2.000000000000001776e-01,1.000000000000000000e+00,-1.996018090147998747e-01,-2.499329904281020337e-02
3.000000000000000444e-01,1.000000000000000000e+00,-2.768743927984238518e-01,-1.159477872622663268e-02
4.000000000000001332e-01,1.000000000000000000e+00,-3.248343396976344777e-01,-3.098734917656016837e-03
5.000000000000000000e-01,1.000000000000000000e+00,-3.383716556078651405e-01,3.598983956597041206e-03
6.000000000000000888e-01,1.000000000000000000e+00,-3.168550901983278045e-01,1.620800099116160783e-02
7.000000000000001776e-01,1.000000000000000000e+00,-2.688373936036115852e-01,1.328282210186289281e-02
8.000000000000000444e-01,1.000000000000000000e+00,-1.773450633088166917e-01,1.363158560498621899e-02
9.000000000000001332e-01,1.000000000000000000e+00,-8.254412557894610925e-02,1.074274414150330585e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.621731844041296139e-02,2.303401781402248522e-02
