X,Y,Vort
5.879396984924623037e-01,-1.000000000000000000e+00,6.200047938806408920e-01
5.979899497487437543e-01,-1.000000000000000000e+00,5.914487508566923513e-01
6.080402010050252049e-01,-1.000000000000000000e+00,5.510600413849975343e-01
6.180904522613066554e-01,-1.000000000000000000e+00,4.983802953181504791e-01
6.281407035175878839e-01,-1.000000000000000000e+00,4.369861477016873663e-01
6.381909547738693345e-01,-1.000000000000000000e+00,3.705448718276918019e-01
6.482412060301507850e-01,-1.000000000000000000e+00,3.027237409882506669e-01
6.582914572864322356e-01,-1.000000000000000000e+00,2.371900284754500932e-01
6.683417085427136861e-01,-1.000000000000000000e+00,1.776110075813759903e-01
6.783919597989949146e-01,-1.000000000000000000e+00,1.276539515981155171e-01
6.884422110552763652e-01,-1.000000000000000000e+00,9.098613381775223774e-02
6.984924623115578157e-01,-1.000000000000000000e+00,7.127482753237338042e-02
7.085427135678392663e-01,-1.000000000000000000e+00,7.038182421913892484e-02
7.185929648241207168e-01,-1.000000000000000000e+00,8.446216983883936269e-02
7.286432160804019453e-01,-1.000000000000000000e+00,1.094839872129152181e-01
7.386934673366833959e-01,-1.000000000000000000e+00,1.414428563904288616e-01
7.487437185929648464e-01,-1.000000000000000000e+00,1.763343574204411235e-01
7.587939698492462970e-01,-1.000000000000000000e+00,2.101540703520132225e-01
7.688442211055277475e-01,-1.000000000000000000e+00,2.388975752342064884e-01
7.788944723618089760e-01,-1.000000000000000000e+00,2.585604521160816405e-01
7.889447236180904266e-01,-1.000000000000000000e+00,2.651382810467011741e-01
7.989949748743718771e-01,-1.000000000000000000e+00,2.546266420751254755e-01
8.090452261306533277e-01,-1.000000000000000000e+00,2.241149129234973336e-01
8.190954773869347783e-01,-1.000000000000000000e+00,1.766085807816902276e-01
8.291457286432160068e-01,-1.000000000000000000e+00,1.171041743118889783e-01
8.391959798994974573e-01,-1.000000000000000000e+00,5.059972258299802461e-02
8.492462311557789079e-01,-1.000000000000000000e+00,-1.790674533607457264e-02
8.592964824120603584e-01,-1.000000000000000000e+00,-8.341720037642183505e-02
8.693467336683418090e-01,-1.000000000000000000e+00,-1.409336134691367703e-01
8.793969849246230375e-01,-1.000000000000000000e+00,-1.854579555453117201e-01
8.894472361809044880e-01,-1.000000000000000000e+00,-2.119921975360415933e-01
8.994974874371859386e-01,-1.000000000000000000e+00,-2.155383103724184124e-01
9.095477386934673891e-01,-1.000000000000000000e+00,-1.955827756621636992e-01
9.195979899497488397e-01,-1.000000000000000000e+00,-1.570440077008029289e-01
9.296482412060300682e-01,-1.000000000000000000e+00,-1.019952369021539240e-01
9.396984924623115187e-01,-1.000000000000000000e+00,-3.250021362087544136e-02
9.497487437185929693e-01,-1.000000000000000000e+00,4.937731178837045237e-02
9.597989949748744198e-01,-1.000000000000000000e+00,1.415735889709223150e-01
9.698492462311558704e-01,-1.000000000000000000e+00,2.420248675721189680e-01
9.798994974874373209e-01,-1.000000000000000000e+00,3.486673972372993924e-01
9.899497487437185494e-01,-1.000000000000000000e+00,4.594374276117996203e-01
1.000000000000000000e+00,-1.000000000000000000e+00,5.722712083409634554e-01
-1.000000000000000000e+00,-9.899497487437185494e-01,5.459647655539413835e-02
-9.899497487437185494e-01,-9.899497487437185494e-01,-1.835185753006630949e-02
-9.798994974874372099e-01,-9.899497487437185494e-01,-8.877338766610345933e-02
-9.698492462311557594e-01,-9.899497487437185494e-01,-1.552868779390316478e-01
-9.597989949748744198e-01,-9.899497487437185494e-01,-2.163291123581547459e-01
-9.497487437185929693e-01,-9.899497487437185494e-01,-2.703368749327794696e-01
-9.396984924623115187e-01,-9.899497487437185494e-01,-3.157469496722106195e-01
-9.296482412060301792e-01,-9.899497487437185494e-01,-3.509961205857531907e-01
-9.195979899497487287e-01,-9.899497487437185494e-01,-3.745172922734508747e-01
-9.095477386934673891e-01,-9.899497487437185494e-01,-3.826750878239375542e-01
-8.994974874371859386e-01,-9.899497487437185494e-01,-3.824708800004632536e-01
-8.894472361809044880e-01,-9.899497487437185494e-01,-3.839669843591539955e-01
-8.793969849246231485e-01,-9.899497487437185494e-01,-3.815559155326095908e-01
-8.693467336683416979e-01,-9.899497487437185494e-01,-3.750352900404123058e-01
-8.592964824120603584e-01,-9.899497487437185494e-01,-3.648905455598929759e-01
-8.492462311557789079e-01,-9.899497487437185494e-01,-3.520212339638816856e-01
-8.391959798994974573e-01,-9.899497487437185494e-01,-3.373269071252094631e-01
-8.291457286432161178e-01,-9.899497487437185494e-01,-3.217071169167070033e-01
-8.190954773869346672e-01,-9.899497487437185494e-01,-3.060614152112046127e-01
-8.090452261306533277e-01,-9.899497487437185494e-01,-2.913025725025531476e-01
-7.989949748743718771e-01,-9.899497487437185494e-01,-2.802186291616355351e-01
-7.889447236180904266e-01,-9.899497487437185494e-01,-2.726067725254630036e-01
-7.788944723618089760e-01,-9.899497487437185494e-01,-2.671976254531034378e-01
-7.688442211055276365e-01,-9.899497487437185494e-01,-2.647907724661044404e-01
-7.587939698492462970e-01,-9.899497487437185494e-01,-2.648543583139209567e-01
-7.487437185929648464e-01,-9.899497487437185494e-01,-2.670600588666180442e-01
-7.386934673366833959e-01,-9.899497487437185494e-01,-2.710795499942609821e-01
-7.286432160804019453e-01,-9.899497487437185494e-01,-2.765845075669147168e-01
-7.185929648241206058e-01,-9.899497487437185494e-01,-2.832466074546445278e-01
-7.085427135678392663e-01,-9.899497487437185494e-01,-2.907277936531707518e-01
-6.984924623115578157e-01,-9.899497487437185494e-01,-2.980320691774362429e-01
-6.884422110552763652e-01,-9.899497487437185494e-01,-3.052610342154218337e-01
-6.783919597989949146e-01,-9.899497487437185494e-01,-3.128991834614290313e-01
-6.683417085427135751e-01,-9.899497487437185494e-01,-3.210287622971013111e-01
-6.582914572864322356e-01,-9.899497487437185494e-01,-3.298136096335326783e-01
-6.482412060301507850e-01,-9.899497487437185494e-01,-3.394175643818171939e-01
-6.381909547738693345e-01,-9.899497487437185494e-01,-3.500044654530488630e-01
-6.281407035175878839e-01,-9.899497487437185494e-01,-3.617381517583216910e-01
-6.180904522613065444e-01,-9.899497487437185494e-01,-3.747984301061538237e-01
-6.080402010050250938e-01,-9.899497487437185494e-01,-3.899781252922588370e-01
-5.979899497487437543e-01,-9.899497487437185494e-01,-4.063624090369719610e-01
-5.879396984924623037e-01,-9.899497487437185494e-01,-4.211748826993822470e-01
-5.778894472361808532e-01,-9.899497487437185494e-01,-4.403757952193493308e-01
-5.678391959798995137e-01,-9.899497487437185494e-01,-4.629422788695221058e-01
-5.577889447236180631e-01,-9.899497487437185494e-01,-4.863447108522461759e-01
-5.477386934673367236e-01,-9.899497487437185494e-01,-5.088162087917851295e-01
-5.376884422110552730e-01,-9.899497487437185494e-01,-5.285898903124035542e-01
-5.276381909547738225e-01,-9.899497487437185494e-01,-5.438988730383650383e-01
-5.175879396984924830e-01,-9.899497487437185494e-01,-5.529762745939336144e-01
-5.075376884422110324e-01,-9.899497487437185494e-01,-5.540340212195510317e-01
-4.974874371859296929e-01,-9.899497487437185494e-01,-5.446412608649223719e-01
-4.874371859296482423e-01,-9.899497487437185494e-01,-5.235016909820067177e-01
-4.773869346733667918e-01,-9.899497487437185494e-01,-4.935650410944789623e-01
-4.673366834170854522e-01,-9.899497487437185494e-01,-4.572604089676911010e-01
-4.572864321608040017e-01,-9.899497487437185494e-01,-4.166263279702659417e-01
-4.472361809045225511e-01,-9.899497487437185494e-01,-3.737013314708261258e-01
-4.371859296482412116e-01,-9.899497487437185494e-01,-3.305239528379953495e-01
-4.271356783919597611e-01,-9.899497487437185494e-01,-2.891327254403956992e-01
-4.170854271356784215e-01,-9.899497487437185494e-01,-2.516617492464550132e-01
-4.070351758793969710e-01,-9.899497487437185494e-01,-2.214398443904037339e-01
-3.969849246231155204e-01,-9.899497487437185494e-01,-1.933115837367768153e-01
-3.869346733668341809e-01,-9.899497487437185494e-01,-1.688356817989498659e-01
-3.768844221105527303e-01,-9.899497487437185494e-01,-1.441426076349278940e-01
-3.668341708542713908e-01,-9.899497487437185494e-01,-1.210895670794729789e-01
-3.567839195979899403e-01,-9.899497487437185494e-01,-1.003273287194408336e-01
-3.467336683417084897e-01,-9.899497487437185494e-01,-8.212965151455325907e-02
-3.366834170854271502e-01,-9.899497487437185494e-01,-6.677029442453207009e-02
-3.266331658291456996e-01,-9.899497487437185494e-01,-5.452301640909862357e-02
-3.165829145728643601e-01,-9.899497487437185494e-01,-4.566157642797475519e-02
-3.065326633165829096e-01,-9.899497487437185494e-01,-4.036400519230447931e-02
-2.964824120603014590e-01,-9.899497487437185494e-01,-3.693254910963492815e-02
-2.864321608040201195e-01,-9.899497487437185494e-01,-3.269765452480935530e-02
-2.763819095477386689e-01,-9.899497487437185494e-01,-3.489985588391924382e-02
-2.663316582914573294e-01,-9.899497487437185494e-01,-4.056704976659473993e-02
-2.562814070351758788e-01,-9.899497487437185494e-01,-4.775576542377144018e-02
-2.462311557788944283e-01,-9.899497487437185494e-01,-5.507400574554285888e-02
-2.361809045226130888e-01,-9.899497487437185494e-01,-6.112977362200259362e-02
-2.261306532663316382e-01,-9.899497487437185494e-01,-6.453107194324442242e-02
-2.160804020100501877e-01,-9.899497487437185494e-01,-6.388590359936191510e-02
-2.060301507537688481e-01,-9.899497487437185494e-01,-5.784721047759463358e-02
-1.959798994974873976e-01,-9.899497487437185494e-01,-4.532898166423169478e-02
-1.859296482412060580e-01,-9.899497487437185494e-01,-2.528754058749874828e-02
-1.758793969849246075e-01,-9.899497487437185494e-01,-2.459338750352575687e-04
-1.658291457286431569e-01,-9.899497487437185494e-01,2.772921906031760100e-02
-1.557788944723618174e-01,-9.899497487437185494e-01,5.676615553882478210e-02
-1.457286432160803669e-01,-9.899497487437185494e-01,8.499311288075218906e-02
-1.356783919597990273e-01,-9.899497487437185494e-01,1.105383284063644195e-01
-1.256281407035175768e-01,-9.899497487437185494e-01,1.315300394359273095e-01
-1.155778894472361262e-01,-9.899497487437185494e-01,1.458740370207689818e-01
-1.055276381909547867e-01,-9.899497487437185494e-01,1.507702612696414646e-01
-9.547738693467333615e-02,-9.899497487437185494e-01,1.522391968611475355e-01
-8.542713567839199662e-02,-9.899497487437185494e-01,1.521501727003481408e-01
-7.537688442211054607e-02,-9.899497487437185494e-01,1.521535030347681838e-01
-6.532663316582909552e-02,-9.899497487437185494e-01,1.509821362633096131e-01
-5.527638190954775599e-02,-9.899497487437185494e-01,1.484556034577202699e-01
-4.522613065326630544e-02,-9.899497487437185494e-01,1.445020786070572993e-01
-3.517587939698496591e-02,-9.899497487437185494e-01,1.390497357003782630e-01
-2.512562814070351536e-02,-9.899497487437185494e-01,1.320267487267402229e-01
-1.507537688442206480e-02,-9.899497487437185494e-01,1.233612916752006156e-01
-5.025125628140725276e-03,-9.899497487437185494e-01,1.131180513057484099e-01
5.025125628140614253e-03,-9.899497487437185494e-01,1.018426298400321173e-01
1.507537688442206480e-02,-9.899497487437185494e-01,8.835132040486026739e-02
2.512562814070351536e-02,-9.899497487437185494e-01,7.484179670518546768e-02
3.517587939698496591e-02,-9.899497487437185494e-01,6.254811878610656850e-02
4.522613065326641646e-02,-9.899497487437185494e-01,5.249488432735742449e-02
5.527638190954764497e-02,-9.899497487437185494e-01,4.570669100867202211e-02
6.532663316582909552e-02,-9.899497487437185494e-01,4.320813650978394538e-02
7.537688442211054607e-02,-9.899497487437185494e-01,4.602381851042720851e-02
8.542713567839199662e-02,-9.899497487437185494e-01,5.522626646035218301e-02
9.547738693467344717e-02,-9.899497487437185494e-01,7.152911249513706216e-02
1.055276381909548977e-01,-9.899497487437185494e-01,8.984116158929175699e-02
1.155778894472361262e-01,-9.899497487437185494e-01,1.122131573290815060e-01
1.256281407035175768e-01,-9.899497487437185494e-01,1.503440695071918964e-01
1.356783919597990273e-01,-9.899497487437185494e-01,1.991819036886272043e-01
1.457286432160804779e-01,-9.899497487437185494e-01,2.547564022059145561e-01
1.557788944723619284e-01,-9.899497487437185494e-01,3.134312257993478457e-01
1.658291457286431569e-01,-9.899497487437185494e-01,3.715700352092194403e-01
1.758793969849246075e-01,-9.899497487437185494e-01,4.255364911758263702e-01
1.859296482412060580e-01,-9.899497487437185494e-01,4.716942544394605585e-01
1.959798994974875086e-01,-9.899497487437185494e-01,5.058950902411467609e-01
2.060301507537689591e-01,-9.899497487437185494e-01,5.220838963680403122e-01
2.160804020100501877e-01,-9.899497487437185494e-01,5.211881548574249789e-01
2.261306532663316382e-01,-9.899497487437185494e-01,5.074980569570743949e-01
2.361809045226130888e-01,-9.899497487437185494e-01,4.838422311976779966e-01
2.462311557788945393e-01,-9.899497487437185494e-01,4.529265961699512344e-01
2.562814070351759899e-01,-9.899497487437185494e-01,4.174570704646106134e-01
2.663316582914572184e-01,-9.899497487437185494e-01,3.801395726723728052e-01
2.763819095477386689e-01,-9.899497487437185494e-01,3.436800213839522056e-01
2.864321608040201195e-01,-9.899497487437185494e-01,3.114405760515169819e-01
2.964824120603015700e-01,-9.899497487437185494e-01,2.861519307381187871e-01
3.065326633165830206e-01,-9.899497487437185494e-01,2.616244427893734126e-01
3.165829145728642491e-01,-9.899497487437185494e-01,2.435106448858330996e-01
3.266331658291456996e-01,-9.899497487437185494e-01,2.313354732080713516e-01
3.366834170854271502e-01,-9.899497487437185494e-01,2.241898180191090606e-01
3.467336683417086007e-01,-9.899497487437185494e-01,2.211752469836129054e-01
3.567839195979900513e-01,-9.899497487437185494e-01,2.213933277662496202e-01
3.668341708542712798e-01,-9.899497487437185494e-01,2.239456280316861891e-01
3.768844221105527303e-01,-9.899497487437185494e-01,2.279337154445897629e-01
3.869346733668341809e-01,-9.899497487437185494e-01,2.322360757562852984e-01
3.969849246231156314e-01,-9.899497487437185494e-01,2.357369654829463979e-01
4.070351758793970820e-01,-9.899497487437185494e-01,2.401917585597574956e-01
4.170854271356783105e-01,-9.899497487437185494e-01,2.463527605108261354e-01
4.271356783919597611e-01,-9.899497487437185494e-01,2.564059299331339359e-01
4.371859296482412116e-01,-9.899497487437185494e-01,2.691053615564040213e-01
4.472361809045226622e-01,-9.899497487437185494e-01,2.839944799150357357e-01
4.572864321608041127e-01,-9.899497487437185494e-01,3.006673667778916870e-01
4.673366834170853412e-01,-9.899497487437185494e-01,3.187181039138335947e-01
4.773869346733667918e-01,-9.899497487437185494e-01,3.377407730917244555e-01
4.874371859296482423e-01,-9.899497487437185494e-01,3.573294560804262665e-01
4.974874371859296929e-01,-9.899497487437185494e-01,3.771381290371749739e-01
5.075376884422111434e-01,-9.899497487437185494e-01,3.977419514752014718e-01
5.175879396984925940e-01,-9.899497487437185494e-01,4.188861561442717707e-01
5.276381909547738225e-01,-9.899497487437185494e-01,4.371844717073778974e-01
5.376884422110552730e-01,-9.899497487437185494e-01,4.514870416431703837e-01
5.477386934673367236e-01,-9.899497487437185494e-01,4.607337171466273640e-01
5.577889447236181741e-01,-9.899497487437185494e-01,4.638643494127274725e-01
5.678391959798996247e-01,-9.899497487437185494e-01,4.598187896364489546e-01
5.778894472361808532e-01,-9.899497487437185494e-01,4.475368890127709443e-01
5.879396984924623037e-01,-9.899497487437185494e-01,4.263191008191805631e-01
5.979899497487437543e-01,-9.899497487437185494e-01,3.989480829739998624e-01
6.080402010050252049e-01,-9.899497487437185494e-01,3.608982072863746726e-01
6.180904522613066554e-01,-9.899497487437185494e-01,3.094382139106878205e-01
6.281407035175878839e-01,-9.899497487437185494e-01,2.510271026951998996e-01
6.381909547738693345e-01,-9.899497487437185494e-01,1.894024998682223848e-01
6.482412060301507850e-01,-9.899497487437185494e-01,1.282316787218424625e-01
6.582914572864322356e-01,-9.899497487437185494e-01,7.118191254814608404e-02
6.683417085427136861e-01,-9.899497487437185494e-01,2.192047463921915906e-02
