t,xc
2.210300429184549387e+00,4.974544054555352091e-01
2.231759656652360313e+00,4.987544610594394356e-01
2.253218884120171683e+00,4.907029355732377418e-01
2.274678111587983054e+00,4.939721991870167361e-01
2.296137339055793980e+00,5.087612363968587736e-01
2.317596566523605350e+00,5.120027563528595227e-01
2.339055793991415833e+00,4.986941468695458290e-01
2.360515021459227203e+00,4.913398304929530447e-01
2.381974248927039017e+00,5.043533727893867447e-01
2.403433476394849500e+00,4.941434880014183850e-01
2.424892703862660870e+00,5.011750658691778160e-01
2.446351931330471796e+00,5.097432758559066190e-01
2.467811158798283167e+00,4.973459172405005901e-01
2.489270386266094537e+00,4.987108862683129473e-01
2.510729613733905463e+00,4.845812971639216205e-01
2.532188841201716833e+00,4.951428078790560683e-01
2.553648068669527316e+00,4.964936926778620307e-01
2.575107296137339130e+00,4.904473601189933696e-01
2.596566523605150500e+00,4.960422422742398751e-01
2.618025751072960983e+00,5.087694944772704897e-01
2.639484978540772797e+00,5.070004817895044091e-01
2.660944206008583279e+00,4.983049308796421162e-01
2.682403433476394650e+00,4.932304788903554282e-01
2.703862660944206020e+00,4.973900896743419509e-01
2.725321888412016946e+00,5.018945010130491102e-01
2.746781115879828317e+00,4.872693727412051867e-01
2.768240343347639243e+00,5.035407701652472312e-01
2.789699570815450613e+00,4.972680596915299844e-01
2.811158798283261984e+00,4.999312556006512143e-01
2.832618025751072910e+00,4.905756306971695846e-01
2.854077253218884280e+00,4.987397155594983644e-01
2.875536480686694762e+00,4.885031942786322023e-01
2.896995708154506133e+00,4.953786112922586859e-01
2.918454935622317947e+00,5.136228638151756343e-01
2.939914163090128429e+00,5.050768336942605963e-01
2.961373390557939800e+00,4.850702323278772710e-01
2.982832618025750726e+00,5.025241957434551932e-01
3.004291845493562096e+00,4.933122215133931565e-01
3.025751072961373467e+00,5.004753271772870438e-01
3.047210300429184393e+00,5.140087158638950715e-01
3.068669527896995763e+00,4.951876727129738143e-01
3.090128755364806690e+00,4.906690191740559204e-01
3.111587982832618060e+00,4.783127494763503851e-01
3.133047210300429430e+00,4.812030073840087852e-01
3.154506437768239913e+00,4.822070780829956771e-01
3.175965665236051727e+00,4.923188259131205946e-01
3.197424892703862209e+00,4.896782991916308614e-01
3.218884120171673580e+00,4.884962061646231923e-01
3.240343347639485394e+00,4.983257836871353152e-01
3.261802575107295876e+00,4.926592139527750103e-01
3.283261802575107247e+00,4.945768582912193345e-01
3.304721030042918173e+00,4.834169114309683213e-01
3.326180257510729543e+00,4.961709674879937193e-01
3.347639484978540914e+00,4.883744492844492857e-01
3.369098712446351840e+00,4.991239429887655010e-01
3.390557939914163210e+00,4.949734051091301268e-01
3.412017167381973692e+00,4.969610689072894161e-01
3.433476394849785507e+00,5.037155535143618135e-01
3.454935622317596877e+00,4.915167164461589078e-01
3.476394849785407359e+00,5.034489304977995960e-01
3.497854077253218730e+00,4.950174807191229931e-01
3.519313304721029656e+00,4.882368348092098742e-01
3.540772532188841026e+00,4.883373227301976982e-01
3.562231759656652397e+00,4.915406868773415372e-01
3.583690987124463323e+00,4.921691873252307392e-01
3.605150214592274693e+00,4.817819007550732113e-01
3.626609442060085620e+00,5.129803215238535330e-01
3.648068669527896990e+00,4.903214311131867120e-01
3.669527896995708360e+00,5.006606289865940251e-01
3.690987124463518843e+00,4.949236763436681841e-01
3.712446351931330657e+00,4.977383128552510527e-01
3.733905579399141139e+00,4.965931571480530771e-01
3.755364806866952510e+00,4.938654392018264616e-01
3.776824034334764324e+00,4.994477309459062209e-01
3.798283261802574806e+00,4.971334406716299004e-01
3.819742489270386177e+00,5.078008888289833322e-01
3.841201716738197103e+00,4.877824896462961135e-01
3.862660944206008473e+00,4.884661072028149142e-01
3.884120171673819844e+00,4.937654166450289317e-01
3.905579399141630770e+00,4.968174732755783474e-01
3.927038626609442140e+00,4.894823390160636389e-01
3.948497854077252622e+00,4.876604226483718385e-01
3.969957081545064437e+00,4.903104716819881581e-01
3.991416309012875807e+00,4.847981337078222097e-01
4.012875536480686733e+00,5.023964652173571466e-01
4.034334763948497660e+00,4.946491033092905720e-01
4.055793991416308586e+00,4.844271199273777473e-01
4.077253218884120400e+00,4.926662177602820769e-01
4.098712446351931327e+00,4.880726484679889232e-01
4.120171673819742253e+00,5.055554974662455070e-01
4.141630901287554067e+00,4.981840262840824263e-01
4.163090128755364105e+00,4.889146578336502902e-01
4.184549356223175920e+00,4.938048747701029306e-01
4.206008583690987734e+00,5.039658735772523102e-01
4.227467811158797772e+00,5.156198245683405457e-01
4.248927038626609587e+00,5.018422790848933168e-01
4.270386266094420513e+00,5.078010532728152171e-01
